OrderID,OrderDate,CustomerID,PaymentMethod,OrderStatus
O01082,2026-07-26,C0337,Debit Card,Delivered
O01083,2024-07-28,C0810,Credit Card,Delivered
O01084,2026-03-26,C0204,UPI,Delivered
O01085,2026-03-18,C0880,Credit Card,Delivered
O01086,2025-08-31,C0238,Debit Card,Cancelled
O01087,2025-03-22,C0382,Debit Card,Delivered
O01088,2025-04-04,C0667,UPI,Delivered
O01089,2025-04-16,C0752,UPI,Delivered
O01090,2025-12-20,C0136,Net Banking,Delivered
O01091,2025-01-04,C0407,UPI,Returned
O01092,2026-06-18,C0508,UPI,Cancelled
O01093,2026-07-22,C0362,UPI,Delivered
O01094,2025-05-06,C0381,Credit Card,Delivered
O01095,2026-07-11,C0881,Credit Card,Delivered
O01096,2024-05-16,C0576,Debit Card,Delivered
O01097,2025-01-01,C0635,UPI,Delivered
O01098,2026-06-30,C0254,Debit Card,Delivered
O01099,2024-07-02,C0477,UPI,Delivered
O01100,2025-08-10,C0114,Net Banking,Delivered
O01101,2024-10-13,C0020,Credit Card,Delivered
O01102,2025-04-16,C0528,Credit Card,Delivered
O01103,2025-01-09,C0145,UPI,Cancelled
O01104,2025-10-15,C0208,UPI,Delivered
O01105,2026-01-18,C0531,Credit Card,Delivered
O01106,2025-06-20,C0376,Debit Card,Delivered
O01107,2025-05-25,C0504,UPI,Delivered
O01108,2026-03-12,C0904,COD,Delivered
O01109,2025-08-01,C0166,COD,Delivered
O01110,2024-09-06,C0550,Credit Card,Delivered
O01111,2026-07-08,C0181,COD,Delivered
O01112,2025-05-24,C0861,UPI,Cancelled
O01113,2025-09-21,C0617,UPI,Returned
O01114,2024-03-13,C0612,UPI,Delivered
O01115,2024-10-08,C0602,Credit Card,Returned
O01116,2026-07-04,C0927,UPI,Delivered
O01117,2024-12-25,C0812,COD,Delivered
O01118,2024-01-10,C0444,UPI,Delivered
O01119,2024-07-29,C0332,UPI,Delivered
O01120,2026-04-14,C0503,Net Banking,Delivered
O01121,2024-05-31,C0913,UPI,Delivered
O01122,2024-01-05,C0079,UPI,Delivered
O01123,2024-07-13,C0585,Debit Card,Delivered
O01124,2024-10-09,C0935,UPI,Cancelled
O01125,2025-04-08,C0938,UPI,Cancelled
O01126,2024-04-22,C0688,UPI,Delivered
O01127,2024-09-27,C0396,Credit Card,Delivered
O01128,2024-06-11,C0608,COD,Delivered
O01129,2025-04-04,C0857,Net Banking,Delivered
O01130,2024-04-14,C0103,UPI,Delivered
O01131,2025-11-23,C0402,Credit Card,Delivered
O01132,2025-07-09,C0975,Credit Card,Delivered
O01133,2024-10-08,C0224,COD,Delivered
O01134,2025-11-17,C0518,UPI,Delivered
O01135,2024-06-10,C0634,Credit Card,Delivered
O01136,2024-12-16,C0236,Debit Card,Delivered
O01137,2025-03-09,C0427,COD,Delivered
O01138,2026-05-01,C0116,UPI,Delivered
O01139,2024-05-19,C0163,UPI,Delivered
O01140,2025-04-15,C0226,UPI,Delivered
O01141,2024-05-11,C0230,UPI,Delivered
O01142,2024-03-27,C0182,Debit Card,Delivered
O01143,2025-11-18,C0249,Debit Card,Delivered
O01144,2024-07-01,C0318,Debit Card,Delivered
O01145,2025-01-02,C0965,UPI,Delivered
O01146,2024-05-08,C0210,UPI,Cancelled
O01147,2024-09-02,C0656,UPI,Delivered
O01148,2025-08-23,C0392,UPI,Delivered
O01149,2025-07-31,C0857,Net Banking,Delivered
O01150,2025-10-31,C0096,UPI,Delivered
O01151,2026-06-17,C0894,UPI,Delivered
O01152,2025-01-12,C0858,Credit Card,Delivered
O01153,2024-05-28,C0756,Credit Card,Delivered
O01154,2026-05-01,C0086,Credit Card,Delivered
O01155,2025-03-08,C0415,Net Banking,Delivered
O01156,2025-09-19,C0394,UPI,Delivered
O01157,2025-12-26,C0696,Debit Card,Cancelled
O01158,2025-04-13,C0633,UPI,Returned
O01159,2025-03-21,C0844,UPI,Delivered
O01160,2025-04-25,C0501,COD,Returned
O01161,2026-06-02,C0604,UPI,Delivered
O01162,2024-10-20,C0582,Debit Card,Delivered
O01163,2026-02-03,C0916,UPI,Delivered
O01164,2024-05-22,C0133,Credit Card,Delivered
O01165,2024-09-06,C0791,Net Banking,Delivered
O01166,2026-05-27,C0649,COD,Delivered
O01167,2024-10-28,C0314,Net Banking,Delivered
O01168,2024-01-25,C0699,Credit Card,Delivered
O01169,2026-02-27,C0221,UPI,Delivered
O01170,2026-06-07,C0976,Debit Card,Delivered
O01171,2026-06-08,C0438,Debit Card,Delivered
O01172,2026-06-19,C0046,UPI,Delivered
O01173,2024-03-10,C0790,Credit Card,Delivered
O01174,2025-09-16,C0192,Net Banking,Delivered
O01175,2026-05-24,C0520,Credit Card,Delivered
O01176,2024-04-21,C0379,UPI,Delivered
O01177,2024-12-29,C0788,COD,Delivered
O01178,2024-10-29,C0691,UPI,Cancelled
O01179,2025-04-15,C0334,UPI,Delivered
O01180,2024-03-31,C0039,Debit Card,Delivered
O01181,2025-06-13,C0293,Credit Card,Delivered
O01182,2025-10-22,C0690,Debit Card,Delivered
O01183,2026-01-08,C0162,UPI,Delivered
O01184,2025-12-26,C0331,UPI,Delivered
O01185,2026-05-21,C0886,UPI,Delivered
O01186,2025-10-24,C0104,COD,Delivered
O01187,2024-07-10,C0161,Credit Card,Delivered
O01188,2025-07-05,C0799,UPI,Delivered
O01189,2024-08-29,C0635,UPI,Delivered
O01190,2024-05-17,C0054,UPI,Returned
O01191,2024-12-10,C0940,Credit Card,Delivered
O01192,2024-06-28,C0034,UPI,Delivered
O01193,2025-12-12,C0242,Credit Card,Delivered
O01194,2025-05-17,C0967,Credit Card,Delivered
O01195,2024-07-21,C0890,Net Banking,Delivered
O01196,2025-07-26,C0113,Debit Card,Delivered
O01197,2024-07-10,C0318,Credit Card,Delivered
O01198,2024-01-05,C0023,UPI,Cancelled
O01199,2026-06-08,C0558,Debit Card,Delivered
O01200,2024-08-24,C0824,Debit Card,Delivered
O01201,2025-11-23,C0647,UPI,Delivered
O01202,2024-11-06,C0118,COD,Delivered
O01203,2025-07-02,C0985,UPI,Delivered
O01204,2024-02-25,C0701,UPI,Delivered
O01205,2025-03-18,C0643,UPI,Delivered
O01206,2024-08-24,C0934,COD,Delivered
O01207,2026-05-19,C0212,Credit Card,Delivered
O01208,2026-05-10,C0418,Net Banking,Delivered
O01209,2024-07-15,C0113,UPI,Delivered
O01210,2025-08-07,C0044,Credit Card,Delivered
O01211,2025-07-24,C0128,Credit Card,Delivered
O01212,2026-01-21,C0876,Net Banking,Delivered
O01213,2025-05-28,C0158,UPI,Delivered
O01214,2025-03-24,C0785,UPI,Returned
O01215,2024-12-25,C0827,UPI,Delivered
O01216,2025-11-30,C0394,COD,Delivered
O01217,2026-03-29,C0867,Credit Card,Delivered
O01218,2024-01-30,C0852,Credit Card,Delivered
O01219,2026-02-17,C0512,Credit Card,Delivered
O01220,2024-04-17,C0914,COD,Delivered
O01221,2026-04-23,C0045,COD,Delivered
O01222,2026-07-23,C0108,Debit Card,Delivered
O01223,2025-08-24,C0219,UPI,Returned
O01224,2025-12-17,C0443,UPI,Delivered
O01225,2026-06-09,C0830,COD,Cancelled
O01226,2025-03-20,C0315,Credit Card,Delivered
O01227,2026-06-11,C0177,UPI,Delivered
O01228,2025-03-13,C0228,Credit Card,Delivered
O01229,2026-01-01,C0703,COD,Delivered
O01230,2026-06-08,C0983,Credit Card,Delivered
O01231,2025-08-28,C0672,Credit Card,Delivered
O01232,2025-04-01,C0906,Net Banking,Delivered
O01233,2025-09-06,C0267,Credit Card,Delivered
O01234,2026-01-04,C0870,UPI,Delivered
O01235,2025-11-28,C0838,COD,Delivered
O01236,2025-11-26,C0379,COD,Delivered
O01237,2025-05-09,C0489,Net Banking,Delivered
O01238,2025-11-04,C0702,Debit Card,Delivered
O01239,2024-09-03,C0687,UPI,Delivered
O01240,2025-06-26,C0290,COD,Delivered
O01241,2025-07-17,C0996,UPI,Delivered
O01242,2026-05-06,C0357,Net Banking,Delivered
O01243,2025-08-10,C0657,COD,Delivered
O01244,2026-06-15,C0744,Debit Card,Delivered
O01245,2025-03-14,C0872,Net Banking,Delivered
O01246,2024-10-04,C0950,Net Banking,Delivered
O01247,2025-07-05,C0204,UPI,Delivered
O01248,2025-09-04,C0213,Debit Card,Delivered
O01249,2024-04-20,C0552,UPI,Delivered
O01250,2025-01-19,C0787,Credit Card,Cancelled
O01251,2026-04-12,C0323,UPI,Returned
O01252,2026-01-30,C0594,Credit Card,Delivered
O01253,2024-07-09,C0181,Net Banking,Delivered
O01254,2025-05-04,C0499,COD,Delivered
O01255,2025-11-24,C0320,UPI,Delivered
O01256,2025-03-01,C0083,Credit Card,Delivered
O01257,2025-02-08,C0303,Credit Card,Returned
O01258,2024-11-30,C0262,COD,Delivered
O01259,2024-07-27,C0784,Credit Card,Delivered
O01260,2024-01-22,C0200,Debit Card,Cancelled
O01261,2025-11-08,C0240,COD,Delivered
O01262,2025-09-02,C0914,Credit Card,Delivered
O01263,2024-07-26,C0692,COD,Delivered
O01264,2024-01-08,C0944,COD,Delivered
O01265,2025-12-02,C0683,COD,Delivered
O01266,2025-11-17,C0295,UPI,Delivered
O01267,2026-02-23,C0512,Credit Card,Delivered
O01268,2025-06-12,C0689,COD,Returned
O01269,2025-08-24,C0881,Credit Card,Delivered
O01270,2025-10-14,C0396,Debit Card,Delivered
O01271,2025-10-18,C0749,UPI,Delivered
O01272,2024-06-14,C0138,UPI,Delivered
O01273,2026-04-28,C0839,Credit Card,Delivered
O01274,2025-05-10,C0878,Credit Card,Cancelled
O01275,2025-08-12,C0823,Credit Card,Delivered
O01276,2025-03-04,C0129,Credit Card,Delivered
O01277,2026-02-12,C0049,Credit Card,Delivered
O01278,2024-06-11,C0676,Debit Card,Delivered
O01279,2024-12-31,C0789,Debit Card,Delivered
O01280,2025-06-09,C0293,Credit Card,Delivered
O01281,2024-08-26,C0628,Credit Card,Cancelled
O01282,2024-03-12,C0536,UPI,Delivered
O01283,2025-03-20,C0311,Credit Card,Delivered
O01284,2025-10-16,C0537,Credit Card,Delivered
O01285,2026-04-01,C0903,Credit Card,Delivered
O01286,2025-05-23,C0639,UPI,Delivered
O01287,2026-03-05,C0234,Debit Card,Delivered
O01288,2024-09-25,C0209,UPI,Delivered
O01289,2026-01-22,C0605,COD,Delivered
O01290,2025-02-18,C0094,UPI,Delivered
O01291,2024-09-01,C0327,COD,Cancelled
O01292,2025-11-05,C0225,Credit Card,Delivered
O01293,2024-02-29,C0967,Credit Card,Delivered
O01294,2024-01-06,C0890,UPI,Delivered
O01295,2025-12-09,C0792,UPI,Delivered
O01296,2025-07-23,C0011,UPI,Returned
O01297,2026-03-27,C0329,UPI,Delivered
O01298,2025-02-10,C0012,Debit Card,Delivered
O01299,2024-08-04,C0035,UPI,Delivered
O01300,2026-07-18,C0447,Net Banking,Delivered
O01301,2024-01-26,C0452,UPI,Delivered
O01302,2026-03-25,C0740,COD,Delivered
O01303,2024-01-05,C0220,Credit Card,Delivered
O01304,2025-06-15,C0441,UPI,Delivered
O01305,2025-01-24,C0653,Credit Card,Cancelled
O01306,2025-12-10,C0535,UPI,Delivered
O01307,2025-07-24,C0595,UPI,Delivered
O01308,2025-03-23,C0229,Credit Card,Delivered
O01309,2026-01-23,C0935,Debit Card,Delivered
O01310,2024-05-25,C0344,COD,Delivered
O01311,2025-01-22,C0080,Credit Card,Delivered
O01312,2026-02-23,C0353,COD,Delivered
O01313,2024-09-05,C0396,COD,Delivered
O01314,2025-06-09,C0290,COD,Delivered
O01315,2025-04-06,C0455,Credit Card,Delivered
O01316,2024-01-13,C0843,UPI,Returned
O01317,2026-06-21,C0671,UPI,Delivered
O01318,2025-01-18,C0989,Debit Card,Delivered
O01319,2025-07-09,C0128,Credit Card,Delivered
O01320,2026-06-05,C0702,UPI,Delivered
O01321,2025-02-02,C0909,Credit Card,Returned
O01322,2024-01-19,C0543,UPI,Delivered
O01323,2025-07-28,C0898,Debit Card,Delivered
O01324,2025-05-05,C0359,UPI,Returned
O01325,2026-01-20,C0527,Debit Card,Delivered
O01326,2025-02-22,C0313,Net Banking,Delivered
O01327,2024-12-02,C0075,UPI,Returned
O01328,2025-02-22,C0546,Credit Card,Delivered
O01329,2026-07-03,C0871,Net Banking,Delivered
O01330,2026-07-04,C0196,UPI,Delivered
O01331,2025-09-03,C0843,UPI,Delivered
O01332,2025-11-05,C0029,UPI,Delivered
O01333,2026-07-16,C0706,Credit Card,Delivered
O01334,2024-05-01,C0016,Credit Card,Delivered
O01335,2025-03-07,C0423,UPI,Delivered
O01336,2024-02-13,C0589,Credit Card,Delivered
O01337,2026-05-21,C0805,UPI,Delivered
O01338,2026-07-08,C0593,Net Banking,Returned
O01339,2024-11-12,C0405,UPI,Delivered
O01340,2025-01-15,C0940,Net Banking,Delivered
O01341,2024-05-24,C0636,Credit Card,Delivered
O01342,2024-11-22,C0531,Debit Card,Delivered
O01343,2024-12-28,C0967,Credit Card,Delivered
O01344,2024-02-19,C0614,Debit Card,Delivered
O01345,2024-03-05,C0904,Credit Card,Delivered
O01346,2024-12-20,C0077,Net Banking,Delivered
O01347,2026-03-10,C0229,Credit Card,Delivered
O01348,2024-06-12,C0962,Credit Card,Delivered
O01349,2024-05-20,C0297,Credit Card,Cancelled
O01350,2026-04-05,C0510,Net Banking,Delivered
O01351,2024-05-07,C0715,Debit Card,Delivered
O01352,2025-02-01,C0984,UPI,Cancelled
O01353,2026-07-21,C0966,Debit Card,Cancelled
O01354,2026-05-29,C0573,Debit Card,Returned
O01355,2025-04-07,C0538,COD,Delivered
O01356,2026-01-20,C0583,Net Banking,Delivered
O01357,2026-04-15,C0615,Debit Card,Delivered
O01358,2026-03-18,C0979,UPI,Delivered
O01359,2024-07-05,C0326,Net Banking,Delivered
O01360,2025-12-20,C0363,Credit Card,Delivered
O01361,2026-01-01,C0669,COD,Delivered
O01362,2026-06-30,C0875,UPI,Delivered
O01363,2024-07-08,C0359,UPI,Delivered
O01364,2025-01-22,C0706,UPI,Delivered
O01365,2025-03-04,C0787,Debit Card,Delivered
O01366,2026-05-07,C0324,COD,Delivered
O01367,2024-10-10,C0698,UPI,Delivered
O01368,2026-05-13,C0326,Debit Card,Delivered
O01369,2024-08-24,C0625,Debit Card,Delivered
O01370,2024-07-12,C0825,Debit Card,Delivered
O01371,2024-10-13,C0165,Credit Card,Returned
O01372,2026-02-09,C0573,Net Banking,Delivered
O01373,2026-01-27,C0604,UPI,Delivered
O01374,2024-05-15,C0798,Net Banking,Delivered
O01375,2026-03-02,C0455,UPI,Delivered
O01376,2026-02-21,C0969,Credit Card,Delivered
O01377,2024-06-19,C0153,Net Banking,Delivered
O01378,2024-06-07,C0737,UPI,Cancelled
O01379,2024-07-19,C0127,UPI,Delivered
O01380,2025-05-01,C0193,Debit Card,Delivered
O01381,2025-07-10,C0627,Credit Card,Returned
O01382,2026-02-14,C0774,Credit Card,Delivered
O01383,2025-08-05,C0530,UPI,Delivered
O01384,2025-05-18,C0010,UPI,Delivered
O01385,2026-05-25,C0092,Credit Card,Cancelled
O01386,2025-01-05,C0139,UPI,Returned
O01387,2024-04-12,C0481,COD,Returned
O01388,2024-05-04,C0449,UPI,Delivered
O01389,2024-11-08,C0333,Credit Card,Delivered
O01390,2026-03-08,C0869,UPI,Delivered
O01391,2025-04-02,C0340,UPI,Delivered
O01392,2024-08-17,C0961,Debit Card,Cancelled
O01393,2025-10-19,C0052,Debit Card,Cancelled
O01394,2026-05-31,C0707,UPI,Delivered
O01395,2024-07-15,C0466,UPI,Delivered
O01396,2026-06-03,C0718,UPI,Delivered
O01397,2026-01-02,C0799,Net Banking,Delivered
O01398,2025-02-26,C0475,Credit Card,Delivered
O01399,2025-07-25,C0401,UPI,Delivered
O01400,2025-09-01,C0439,Credit Card,Delivered
O01401,2024-06-19,C0878,Debit Card,Delivered
O01402,2025-01-16,C0605,COD,Delivered
O01403,2024-06-21,C0932,COD,Returned
O01404,2025-10-24,C0997,UPI,Delivered
O01405,2025-03-28,C0922,UPI,Cancelled
O01406,2024-12-15,C0821,UPI,Delivered
O01407,2026-06-20,C0657,Net Banking,Delivered
O01408,2025-09-25,C0598,COD,Delivered
O01409,2025-05-08,C0509,Credit Card,Delivered
O01410,2025-09-11,C0153,UPI,Delivered
O01411,2024-01-04,C0514,Credit Card,Delivered
O01412,2024-04-02,C0503,UPI,Delivered
O01413,2026-07-07,C0854,UPI,Delivered
O01414,2024-01-06,C0901,Credit Card,Delivered
O01415,2024-10-14,C0772,UPI,Delivered
O01416,2025-09-09,C0676,UPI,Delivered
O01417,2024-05-25,C0006,Debit Card,Delivered
O01418,2026-02-21,C0500,UPI,Delivered
O01419,2025-02-27,C0661,UPI,Delivered
O01420,2026-06-08,C0717,UPI,Returned
O01421,2025-08-30,C0118,COD,Delivered
O01422,2025-04-01,C0485,Net Banking,Cancelled
O01423,2026-01-10,C0601,UPI,Delivered
O01424,2024-07-20,C0666,Credit Card,Delivered
O01425,2024-07-30,C0951,UPI,Delivered
O01426,2024-01-06,C0679,Debit Card,Delivered
O01427,2025-09-15,C0468,Debit Card,Delivered
O01428,2025-01-10,C0161,COD,Delivered
O01429,2026-06-09,C0270,Credit Card,Delivered
O01430,2025-03-22,C0056,COD,Delivered
O01431,2026-04-14,C0228,COD,Delivered
O01432,2024-04-15,C0849,COD,Delivered
O01433,2025-10-12,C0149,Credit Card,Delivered
O01434,2026-03-21,C0046,Credit Card,Cancelled
O01435,2025-02-04,C0144,Credit Card,Delivered
O01436,2024-04-05,C0750,UPI,Cancelled
O01437,2025-01-22,C0784,UPI,Delivered
O01438,2025-03-27,C0632,Debit Card,Delivered
O01439,2026-04-28,C0340,Debit Card,Delivered
O01440,2026-03-19,C0413,COD,Delivered
O01441,2026-06-19,C0732,UPI,Delivered
O01442,2025-02-19,C0520,UPI,Delivered
O01443,2025-12-26,C0344,Net Banking,Cancelled
O01444,2025-05-18,C0387,Credit Card,Delivered
O01445,2025-03-29,C0473,UPI,Delivered
O01446,2024-10-17,C0275,COD,Cancelled
O01447,2025-06-17,C0353,Net Banking,Delivered
O01448,2024-07-11,C0066,Credit Card,Delivered
O01449,2024-05-29,C0079,Net Banking,Delivered
O01450,2026-05-29,C0598,Debit Card,Delivered
O01451,2026-01-28,C0636,Net Banking,Delivered
O01452,2026-02-17,C0202,Net Banking,Cancelled
O01453,2026-02-01,C0978,UPI,Delivered
O01454,2025-05-29,C0662,Debit Card,Delivered
O01455,2025-01-27,C0558,UPI,Delivered
O01456,2024-11-11,C0113,UPI,Delivered
O01457,2024-03-16,C0091,COD,Delivered
O01458,2025-08-21,C0141,Credit Card,Delivered
O01459,2024-09-26,C0289,Debit Card,Delivered
O01460,2024-08-12,C0901,Net Banking,Cancelled
O01461,2025-06-13,C0730,COD,Delivered
O01462,2024-04-22,C0589,COD,Delivered
O01463,2024-09-07,C0411,Credit Card,Delivered
O01464,2024-08-20,C0377,UPI,Delivered
O01465,2026-04-20,C0384,UPI,Delivered
O01466,2026-03-01,C0846,Credit Card,Delivered
O01467,2025-12-14,C0152,Credit Card,Delivered
O01468,2024-03-23,C0835,Credit Card,Delivered
O01469,2024-05-04,C0751,Debit Card,Delivered
O01470,2024-06-23,C0627,COD,Delivered
O01471,2024-03-09,C0319,Debit Card,Delivered
O01472,2024-02-16,C0369,Debit Card,Cancelled
O01473,2026-06-02,C0606,UPI,Delivered
O01474,2024-09-12,C0995,UPI,Delivered
O01475,2025-12-27,C0560,UPI,Delivered
O01476,2024-01-30,C0703,Net Banking,Delivered
O01477,2024-10-07,C0462,UPI,Delivered
O01478,2026-07-12,C0012,Debit Card,Delivered
O01479,2024-08-24,C0156,Credit Card,Delivered
O01480,2024-09-04,C0684,UPI,Cancelled
O01481,2025-01-02,C0477,UPI,Delivered
O01482,2025-05-09,C0939,Credit Card,Delivered
O01483,2024-01-25,C0401,Credit Card,Delivered
O01484,2025-08-08,C0808,Net Banking,Delivered
O01485,2025-12-18,C0177,Debit Card,Delivered
O01486,2025-05-04,C0341,Credit Card,Delivered
O01487,2025-05-08,C0057,Net Banking,Delivered
O01488,2024-11-09,C0855,Credit Card,Delivered
O01489,2025-08-28,C0852,COD,Delivered
O01490,2025-01-09,C0448,UPI,Cancelled
O01491,2025-09-30,C0203,Debit Card,Delivered
O01492,2026-07-25,C0697,Credit Card,Delivered
O01493,2024-01-25,C0633,UPI,Delivered
O01494,2024-11-29,C0738,UPI,Delivered
O01495,2024-12-20,C0202,Credit Card,Delivered
O01496,2024-04-25,C0330,UPI,Delivered
O01497,2024-02-17,C0363,UPI,Delivered
O01498,2026-01-07,C0892,COD,Delivered
O01499,2026-02-16,C0454,Net Banking,Delivered
O01500,2024-04-08,C0356,Debit Card,Cancelled
O01501,2025-04-03,C0216,Net Banking,Delivered
O01502,2025-06-06,C0972,COD,Delivered
O01503,2025-08-19,C0555,Credit Card,Delivered
O01504,2025-02-08,C0887,UPI,Delivered
O01505,2024-08-01,C0023,COD,Cancelled
O01506,2025-11-15,C0155,Debit Card,Delivered
O01507,2026-06-21,C0186,Credit Card,Delivered
O01508,2025-05-17,C0249,Credit Card,Delivered
O01509,2025-12-21,C0749,Credit Card,Delivered
O01510,2025-03-23,C0805,COD,Delivered
O01511,2026-06-12,C0134,UPI,Delivered
O01512,2025-07-29,C0321,COD,Delivered
O01513,2024-09-14,C0390,COD,Delivered
O01514,2026-04-23,C0434,Debit Card,Delivered
O01515,2024-04-30,C0022,Credit Card,Delivered
O01516,2026-03-20,C0873,Credit Card,Delivered
O01517,2024-02-23,C0600,UPI,Cancelled
O01518,2024-11-26,C0665,UPI,Delivered
O01519,2026-02-22,C0125,Net Banking,Cancelled
O01520,2024-08-28,C0079,Credit Card,Delivered
O01521,2026-01-24,C0858,UPI,Delivered
O01522,2025-06-13,C0968,UPI,Delivered
O01523,2025-04-27,C0051,COD,Delivered
O01524,2024-07-05,C0728,Credit Card,Delivered
O01525,2026-05-07,C0176,COD,Delivered
O01526,2025-10-17,C0870,UPI,Delivered
O01527,2024-09-18,C0253,Credit Card,Delivered
O01528,2024-12-29,C0966,UPI,Delivered
O01529,2025-05-05,C0246,Credit Card,Delivered
O01530,2025-03-06,C0739,Debit Card,Delivered
O01531,2024-08-26,C0106,UPI,Delivered
O01532,2024-10-30,C0193,Credit Card,Delivered
O01533,2024-10-24,C0316,Debit Card,Delivered
O01534,2024-03-16,C0302,Debit Card,Delivered
O01535,2025-11-30,C0548,Net Banking,Delivered
O01536,2024-11-28,C0954,UPI,Delivered
O01537,2026-06-18,C0716,Credit Card,Delivered
O01538,2026-01-27,C0934,COD,Cancelled
O01539,2025-10-03,C0779,COD,Delivered
O01540,2025-04-18,C0268,COD,Cancelled
O01541,2026-04-06,C0170,Credit Card,Delivered
O01542,2026-07-11,C0551,Net Banking,Cancelled
O01543,2024-10-09,C0455,Debit Card,Delivered
O01544,2025-08-13,C0651,UPI,Delivered
O01545,2024-03-12,C0292,Net Banking,Delivered
O01546,2024-09-19,C0564,Debit Card,Delivered
O01547,2025-12-03,C0799,UPI,Delivered
O01548,2026-05-28,C0801,UPI,Returned
O01549,2026-06-05,C0141,Net Banking,Returned
O01550,2026-07-30,C0146,UPI,Delivered
O01551,2025-07-28,C0425,UPI,Cancelled
O01552,2026-06-10,C0314,Credit Card,Cancelled
O01553,2024-01-12,C0184,UPI,Delivered
O01554,2024-05-20,C0664,COD,Delivered
O01555,2026-02-04,C0713,Credit Card,Delivered
O01556,2025-07-08,C0128,Credit Card,Delivered
O01557,2024-01-17,C0287,COD,Delivered
O01558,2024-03-03,C0823,Credit Card,Delivered
O01559,2024-09-09,C0253,Credit Card,Delivered
O01560,2025-04-09,C0778,Net Banking,Delivered
O01561,2025-01-10,C0700,Credit Card,Delivered
O01562,2026-03-14,C0386,UPI,Delivered
O01563,2025-06-03,C0230,Debit Card,Delivered
O01564,2026-04-16,C0271,Net Banking,Delivered
O01565,2024-03-30,C0771,Net Banking,Delivered
O01566,2025-12-20,C0811,COD,Delivered
O01567,2026-03-14,C0415,Net Banking,Delivered
O01568,2026-03-06,C0198,Net Banking,Delivered
O01569,2025-09-21,C0323,COD,Cancelled
O01570,2026-05-10,C0056,UPI,Delivered
O01571,2024-06-23,C0831,Credit Card,Delivered
O01572,2024-03-16,C0203,Debit Card,Delivered
O01573,2025-09-04,C0783,Credit Card,Delivered
O01574,2026-07-14,C0621,UPI,Delivered
O01575,2025-10-24,C0628,UPI,Delivered
O01576,2025-02-03,C0604,UPI,Delivered
O01577,2026-02-20,C0138,Credit Card,Cancelled
O01578,2024-03-11,C0422,Net Banking,Delivered
O01579,2024-06-28,C0815,COD,Delivered
O01580,2024-05-03,C0057,Net Banking,Delivered
O01581,2025-01-15,C0562,Net Banking,Cancelled
O01582,2024-10-19,C0071,Credit Card,Delivered
O01583,2026-03-07,C0911,Credit Card,Delivered
O01584,2024-07-13,C0914,Credit Card,Delivered
O01585,2026-06-29,C0594,Debit Card,Delivered
O01586,2024-08-15,C0372,UPI,Delivered
O01587,2025-03-06,C0617,Credit Card,Delivered
O01588,2026-07-30,C0600,Debit Card,Delivered
O01589,2025-03-11,C0514,Credit Card,Delivered
O01590,2026-02-25,C0872,COD,Delivered
O01591,2025-04-05,C0084,Debit Card,Delivered
O01592,2025-09-09,C0994,UPI,Delivered
O01593,2024-01-21,C0043,Credit Card,Delivered
O01594,2024-03-04,C0666,Debit Card,Cancelled
O01595,2024-06-13,C0839,UPI,Delivered
O01596,2024-01-27,C0934,UPI,Delivered
O01597,2024-11-06,C0606,Credit Card,Delivered
O01598,2024-10-11,C0810,COD,Delivered
O01599,2025-10-21,C0133,Credit Card,Delivered
O01600,2024-10-07,C0395,COD,Delivered
O01601,2026-04-17,C0065,Net Banking,Returned
O01602,2026-04-10,C0290,UPI,Delivered
O01603,2024-06-12,C0376,Debit Card,Delivered
O01604,2026-06-16,C0769,Credit Card,Delivered
O01605,2026-07-06,C0467,UPI,Delivered
O01606,2024-08-11,C0898,Debit Card,Delivered
O01607,2026-02-22,C0213,Debit Card,Delivered
O01608,2024-05-25,C0148,UPI,Delivered
O01609,2026-05-17,C0573,COD,Cancelled
O01610,2024-01-30,C0471,Net Banking,Delivered
O01611,2024-02-14,C0149,COD,Delivered
O01612,2026-02-25,C0088,UPI,Delivered
O01613,2025-04-15,C0324,COD,Delivered
O01614,2024-02-03,C0895,Credit Card,Delivered
O01615,2025-10-14,C0396,UPI,Returned
O01616,2025-03-02,C0790,Net Banking,Delivered
O01617,2026-04-09,C0404,Debit Card,Delivered
O01618,2026-06-04,C0082,Credit Card,Returned
O01619,2024-08-08,C0641,Credit Card,Delivered
O01620,2026-05-17,C0286,UPI,Delivered
O01621,2025-06-17,C0382,Debit Card,Delivered
O01622,2025-11-22,C0865,Credit Card,Delivered
O01623,2025-01-01,C0792,Credit Card,Delivered
O01624,2026-07-20,C0270,Credit Card,Delivered
O01625,2026-04-20,C0292,COD,Cancelled
O01626,2026-01-12,C0453,Debit Card,Delivered
O01627,2026-07-03,C0715,Debit Card,Delivered
O01628,2025-07-03,C0024,COD,Delivered
O01629,2025-08-04,C0956,Credit Card,Cancelled
O01630,2024-04-25,C0863,UPI,Delivered
O01631,2024-08-26,C0311,UPI,Delivered
O01632,2024-11-30,C0461,Debit Card,Delivered
O01633,2025-03-16,C0208,UPI,Delivered
O01634,2024-05-27,C0792,Credit Card,Delivered
O01635,2024-01-09,C0717,UPI,Delivered
O01636,2024-10-14,C0664,UPI,Cancelled
O01637,2025-01-22,C0438,Credit Card,Delivered
O01638,2024-02-19,C0538,COD,Delivered
O01639,2026-04-29,C0706,Debit Card,Delivered
O01640,2025-05-31,C0336,COD,Delivered
O01641,2026-07-04,C0422,COD,Cancelled
