OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,Profit
OD002070,O00833,P0043,3,3251,15,8290.05,175.05
OD002071,O00833,P0018,3,8947,5,25498.95,7315.95
OD002072,O00833,P0052,4,1682,15,5718.8,1854.8
OD002073,O00834,P0047,4,4367,5,16594.6,4138.6
OD002074,O00834,P0004,2,3517,20,5627.2,571.2
OD002075,O00835,P0017,1,10962,10,9865.8,4860.8
OD002076,O00835,P0036,4,8476,10,30513.6,11921.6
OD002077,O00836,P0075,4,2498,5,9492.4,4156.4
OD002078,O00836,P0032,2,11145,15,18946.5,6530.5
OD002079,O00836,P0049,1,4908,20,3926.4,1315.4
OD002080,O00836,P0012,3,2280,20,5472.0,603.0
OD002081,O00837,P0022,3,5467,5,15580.95,8023.95
OD002082,O00837,P0005,4,526,5,1998.8,842.8
OD002083,O00837,P0056,3,14270,5,40669.5,21004.5
OD002084,O00838,P0046,2,10496,10,18892.8,9078.8
OD002085,O00838,P0062,3,6552,0,19656.0,8178.0
OD002086,O00839,P0068,3,375,20,900.0,0.0
OD002087,O00839,P0042,4,8402,0,33608.0,10760.0
OD002088,O00839,P0081,4,4694,15,15959.6,5623.6
OD002089,O00839,P0005,2,526,0,1052.0,474.0
OD002090,O00840,P0060,4,3201,20,10243.2,4187.2
OD002091,O00840,P0024,4,9546,15,32456.4,12752.4
OD002092,O00840,P0072,1,10954,15,9310.9,4121.9
OD002093,O00840,P0035,4,3553,25,10659.0,-341.0
OD002094,O00841,P0014,2,10018,20,16028.8,5322.8
OD002095,O00841,P0017,1,10962,25,8221.5,3216.5
OD002096,O00841,P0020,1,1983,10,1784.7,219.7
OD002097,O00842,P0052,4,1682,15,5718.8,1854.8
OD002098,O00842,P0076,3,7205,15,18372.75,4623.75
OD002099,O00842,P0079,1,11587,15,9848.95,4415.95
OD002100,O00843,P0037,2,4495,20,7192.0,2064.0
OD002101,O00844,P0018,4,8947,5,33998.6,9754.6
OD002102,O00844,P0057,2,4846,15,8238.2,2530.2
OD002103,O00844,P0064,4,6997,0,27988.0,11964.0
OD002104,O00844,P0070,1,9093,10,8183.7,2339.7
OD002105,O00845,P0046,4,10496,5,39884.8,20256.8
OD002106,O00846,P0076,3,7205,0,21615.0,7866.0
OD002107,O00847,P0013,4,1311,5,4981.8,2577.8
OD002108,O00848,P0070,3,9093,10,24551.1,7019.1
OD002109,O00848,P0016,4,7194,10,25898.4,11402.4
OD002110,O00849,P0041,1,8569,10,7712.1,2907.1
OD002111,O00849,P0079,3,11587,0,34761.0,18462.0
OD002112,O00850,P0057,1,4846,15,4119.1,1265.1
OD002113,O00850,P0050,2,791,10,1423.8,557.8
OD002114,O00850,P0055,1,3114,20,2491.2,248.2
OD002115,O00850,P0013,3,1311,5,3736.35,1933.35
OD002116,O00851,P0032,2,11145,0,22290.0,9874.0
OD002117,O00851,P0065,4,1750,20,5600.0,744.0
OD002118,O00851,P0052,1,1682,0,1682.0,716.0
OD002119,O00851,P0048,2,3582,0,7164.0,3238.0
OD002120,O00852,P0052,2,1682,5,3195.8,1263.8
OD002121,O00852,P0008,2,9277,5,17626.3,4804.3
OD002122,O00853,P0017,4,10962,15,37270.8,17250.8
OD002123,O00854,P0006,4,5410,15,18394.0,5122.0
OD002124,O00854,P0028,3,3631,20,8714.4,962.4
OD002125,O00855,P0082,3,2255,0,6765.0,3273.0
OD002126,O00856,P0003,2,319,0,638.0,114.0
OD002127,O00856,P0078,3,2727,10,7362.9,2193.9
OD002128,O00856,P0011,4,7617,20,24374.4,4490.4
OD002129,O00856,P0017,3,10962,20,26308.8,11293.8
OD002130,O00857,P0022,4,5467,10,19681.2,9605.2
OD002131,O00857,P0031,1,14006,15,11905.1,5446.1
OD002132,O00858,P0031,1,14006,15,11905.1,5446.1
OD002133,O00858,P0016,4,7194,5,27337.2,12841.2
OD002134,O00858,P0010,4,6288,5,23894.4,7490.4
OD002135,O00858,P0081,2,4694,10,8449.2,3281.2
OD002136,O00859,P0073,2,3981,0,7962.0,3162.0
OD002137,O00859,P0060,4,3201,5,12163.8,6107.8
OD002138,O00859,P0067,4,3128,10,11260.8,2316.8
OD002139,O00860,P0032,4,11145,5,42351.0,17519.0
OD002140,O00861,P0009,4,4834,10,17402.4,4386.4
OD002141,O00861,P0040,3,6601,10,17822.7,5825.7
OD002142,O00861,P0056,1,14270,15,12129.5,5574.5
OD002143,O00861,P0065,3,1750,15,4462.5,820.5
OD002144,O00862,P0025,1,6585,5,6255.75,2560.75
OD002145,O00862,P0079,2,11587,20,18539.2,7673.2
OD002146,O00862,P0081,3,4694,15,11969.7,4217.7
OD002147,O00863,P0016,3,7194,10,19423.8,8551.8
OD002148,O00863,P0057,1,4846,0,4846.0,1992.0
OD002149,O00864,P0077,2,3416,5,6490.4,3138.4
OD002150,O00864,P0049,2,4908,25,7362.0,2140.0
OD002151,O00864,P0067,4,3128,20,10009.6,1065.6
OD002152,O00864,P0079,3,11587,0,34761.0,18462.0
OD002153,O00865,P0018,4,8947,10,32209.2,7965.2
OD002154,O00865,P0064,3,6997,5,19941.45,7923.45
OD002155,O00865,P0025,1,6585,10,5926.5,2231.5
OD002156,O00865,P0044,4,1630,15,5542.0,590.0
OD002157,O00866,P0003,1,319,10,287.1,25.1
OD002158,O00866,P0027,4,4363,10,15706.8,2006.8
OD002159,O00866,P0082,2,2255,15,3833.5,1505.5
OD002160,O00867,P0031,1,14006,5,13305.7,6846.7
OD002161,O00867,P0025,1,6585,20,5268.0,1573.0
OD002162,O00867,P0071,3,8287,5,23617.95,6712.95
OD002163,O00868,P0023,1,12189,5,11579.55,5985.55
OD002164,O00868,P0074,1,4472,10,4024.8,864.8
OD002165,O00869,P0003,4,319,10,1148.4,100.4
OD002166,O00869,P0033,3,5694,20,13665.6,273.6
OD002167,O00869,P0005,3,526,25,1183.5,316.5
OD002168,O00869,P0059,3,7607,5,21679.95,10759.95
OD002169,O00870,P0020,2,1983,15,3371.1,241.1
OD002170,O00871,P0074,4,4472,0,17888.0,5248.0
OD002171,O00871,P0025,2,6585,5,12511.5,5121.5
OD002172,O00872,P0060,4,3201,10,11523.6,5467.6
OD002173,O00872,P0040,1,6601,10,5940.9,1941.9
OD002174,O00873,P0005,2,526,10,946.8,368.8
OD002175,O00874,P0078,1,2727,20,2181.6,458.6
OD002176,O00874,P0029,3,8916,10,24073.2,5857.2
OD002177,O00875,P0068,1,375,5,356.25,56.25
OD002178,O00875,P0027,4,4363,0,17452.0,3752.0
OD002179,O00875,P0012,2,2280,5,4332.0,1086.0
OD002180,O00876,P0048,3,3582,20,8596.8,2707.8
OD002181,O00876,P0005,1,526,10,473.4,184.4
OD002182,O00876,P0075,4,2498,10,8992.8,3656.8
OD002183,O00876,P0008,2,9277,0,18554.0,5732.0
OD002184,O00877,P0053,3,500,0,1500.0,804.0
OD002185,O00877,P0030,1,10331,10,9297.9,3392.9
OD002186,O00877,P0068,4,375,0,1500.0,300.0
OD002187,O00877,P0052,1,1682,20,1345.6,379.6
OD002188,O00878,P0075,4,2498,15,8493.2,3157.2
OD002189,O00879,P0067,4,3128,5,11886.4,2942.4
OD002190,O00880,P0045,4,8473,20,27113.6,2097.6
OD002191,O00880,P0028,1,3631,10,3267.9,683.9
OD002192,O00880,P0072,3,10954,10,29575.8,14008.8
OD002193,O00881,P0048,2,3582,15,6089.4,2163.4
OD002194,O00881,P0062,3,6552,10,17690.4,6212.4
OD002195,O00881,P0042,3,8402,10,22685.4,5549.4
OD002196,O00882,P0042,3,8402,10,22685.4,5549.4
OD002197,O00882,P0025,1,6585,20,5268.0,1573.0
OD002198,O00882,P0003,1,319,0,319.0,57.0
OD002199,O00883,P0070,2,9093,5,17276.7,5588.7
OD002200,O00883,P0014,2,10018,10,18032.4,7326.4
OD002201,O00883,P0066,3,3382,10,9131.4,1904.4
OD002202,O00883,P0080,4,13672,10,49219.2,21691.2
OD002203,O00884,P0066,2,3382,15,5749.4,931.4
OD002204,O00884,P0058,4,3214,0,12856.0,4984.0
OD002205,O00885,P0059,1,7607,15,6465.95,2825.95
OD002206,O00885,P0065,1,1750,5,1662.5,448.5
OD002207,O00886,P0049,2,4908,0,9816.0,4594.0
OD002208,O00886,P0011,4,7617,10,27421.2,7537.2
OD002209,O00886,P0008,4,9277,10,33397.2,7753.2
OD002210,O00887,P0028,1,3631,15,3086.35,502.35
OD002211,O00888,P0079,3,11587,5,33022.95,16723.95
OD002212,O00888,P0008,1,9277,20,7421.6,1010.6
OD002213,O00889,P0072,2,10954,10,19717.2,9339.2
OD002214,O00889,P0079,1,11587,15,9848.95,4415.95
OD002215,O00890,P0020,2,1983,10,3569.4,439.4
OD002216,O00890,P0066,3,3382,15,8624.1,1397.1
OD002217,O00890,P0069,1,6924,0,6924.0,1219.0
OD002218,O00890,P0059,3,7607,0,22821.0,11901.0
OD002219,O00891,P0074,1,4472,5,4248.4,1088.4
OD002220,O00892,P0002,3,8892,10,24008.4,9773.4
OD002221,O00893,P0039,2,7839,15,13326.3,2520.3
OD002222,O00894,P0060,4,3201,20,10243.2,4187.2
OD002223,O00894,P0021,4,12927,10,46537.2,22785.2
OD002224,O00894,P0073,3,3981,10,10748.7,3548.7
OD002225,O00895,P0059,4,7607,0,30428.0,15868.0
OD002226,O00895,P0076,3,7205,15,18372.75,4623.75
OD002227,O00896,P0001,1,8847,25,6635.25,1795.25
OD002228,O00897,P0044,2,1630,15,2771.0,295.0
OD002229,O00897,P0010,2,6288,0,12576.0,4374.0
OD002230,O00897,P0039,1,7839,0,7839.0,2436.0
OD002231,O00898,P0036,3,8476,15,21613.8,7669.8
OD002232,O00898,P0016,3,7194,10,19423.8,8551.8
OD002233,O00898,P0033,2,5694,15,9679.8,751.8
OD002234,O00898,P0002,2,8892,10,16005.6,6515.6
OD002235,O00899,P0004,4,3517,10,12661.2,2549.2
OD002236,O00899,P0010,4,6288,5,23894.4,7490.4
OD002237,O00899,P0028,2,3631,15,6172.7,1004.7
OD002238,O00900,P0052,3,1682,0,5046.0,2148.0
OD002239,O00900,P0031,3,14006,10,37816.2,18439.2
OD002240,O00900,P0056,1,14270,20,11416.0,4861.0
OD002241,O00900,P0071,4,8287,5,31490.6,8950.6
OD002242,O00901,P0068,3,375,15,956.25,56.25
OD002243,O00902,P0079,4,11587,10,41713.2,19981.2
OD002244,O00902,P0048,2,3582,10,6447.6,2521.6
OD002245,O00903,P0016,3,7194,5,20502.9,9630.9
OD002246,O00904,P0017,1,10962,25,8221.5,3216.5
OD002247,O00904,P0037,4,4495,20,14384.0,4128.0
OD002248,O00904,P0050,4,791,20,2531.2,799.2
OD002249,O00905,P0079,4,11587,0,46348.0,24616.0
OD002250,O00905,P0076,1,7205,10,6484.5,1901.5
OD002251,O00905,P0046,2,10496,5,19942.4,10128.4
OD002252,O00905,P0055,3,3114,15,7940.7,1211.7
OD002253,O00906,P0006,4,5410,10,19476.0,6204.0
OD002254,O00906,P0014,4,10018,10,36064.8,14652.8
OD002255,O00907,P0067,3,3128,5,8914.8,2206.8
OD002256,O00907,P0046,1,10496,10,9446.4,4539.4
OD002257,O00908,P0016,3,7194,25,16186.5,5314.5
OD002258,O00908,P0056,2,14270,10,25686.0,12576.0
OD002259,O00908,P0004,1,3517,20,2813.6,285.6
OD002260,O00908,P0024,4,9546,10,34365.6,14661.6
OD002261,O00909,P0019,1,6155,10,5539.5,2628.5
OD002262,O00909,P0046,4,10496,20,33587.2,13959.2
OD002263,O00909,P0016,4,7194,0,28776.0,14280.0
OD002264,O00910,P0004,2,3517,5,6682.3,1626.3
OD002265,O00910,P0054,4,7011,5,26641.8,12077.8
OD002266,O00910,P0074,2,4472,5,8496.8,2176.8
OD002267,O00911,P0001,3,8847,15,22559.85,8039.85
OD002268,O00911,P0047,1,4367,10,3930.3,816.3
OD002269,O00911,P0013,1,1311,5,1245.45,644.45
OD002270,O00912,P0026,4,9610,0,38440.0,13584.0
OD002271,O00912,P0066,3,3382,10,9131.4,1904.4
OD002272,O00912,P0015,2,6239,10,11230.2,2310.2
OD002273,O00913,P0077,2,3416,10,6148.8,2796.8
OD002274,O00913,P0019,1,6155,25,4616.25,1705.25
OD002275,O00913,P0005,3,526,10,1420.2,553.2
OD002276,O00913,P0020,1,1983,5,1883.85,318.85
OD002277,O00914,P0037,3,4495,25,10113.75,2421.75
OD002278,O00914,P0003,4,319,5,1212.2,164.2
OD002279,O00915,P0005,3,526,0,1578.0,711.0
OD002280,O00915,P0010,1,6288,0,6288.0,2187.0
OD002281,O00915,P0027,2,4363,20,6980.8,130.8
OD002282,O00915,P0082,4,2255,0,9020.0,4364.0
OD002283,O00916,P0003,4,319,0,1276.0,228.0
OD002284,O00916,P0075,1,2498,10,2248.2,914.2
OD002285,O00916,P0044,1,1630,5,1548.5,310.5
OD002286,O00916,P0027,3,4363,10,11780.1,1505.1
OD002287,O00917,P0077,2,3416,5,6490.4,3138.4
OD002288,O00917,P0033,3,5694,10,15373.8,1981.8
OD002289,O00918,P0036,4,8476,10,30513.6,11921.6
OD002290,O00918,P0062,4,6552,5,24897.6,9593.6
OD002291,O00918,P0063,2,5568,0,11136.0,4912.0
OD002292,O00918,P0020,3,1983,5,5651.55,956.55
OD002293,O00919,P0038,1,5709,5,5423.55,2424.55
OD002294,O00919,P0029,1,8916,0,8916.0,2844.0
OD002295,O00919,P0075,1,2498,10,2248.2,914.2
OD002296,O00920,P0054,1,7011,15,5959.35,2318.35
OD002297,O00920,P0047,3,4367,10,11790.9,2448.9
OD002298,O00921,P0031,1,14006,5,13305.7,6846.7
OD002299,O00921,P0011,3,7617,0,22851.0,7938.0
OD002300,O00922,P0076,2,7205,5,13689.5,4523.5
OD002301,O00923,P0036,4,8476,10,30513.6,11921.6
OD002302,O00923,P0077,2,3416,10,6148.8,2796.8
OD002303,O00923,P0011,3,7617,25,17138.25,2225.25
OD002304,O00923,P0002,4,8892,20,28454.4,9474.4
OD002305,O00924,P0060,3,3201,15,8162.55,3620.55
OD002306,O00924,P0033,3,5694,5,16227.9,2835.9
OD002307,O00925,P0032,1,11145,20,8916.0,2708.0
OD002308,O00926,P0028,2,3631,5,6898.9,1730.9
OD002309,O00927,P0065,3,1750,0,5250.0,1608.0
OD002310,O00928,P0037,4,4495,15,15283.0,5027.0
OD002311,O00929,P0075,2,2498,10,4496.4,1828.4
OD002312,O00930,P0009,2,4834,25,7251.0,743.0
OD002313,O00931,P0016,3,7194,15,18344.7,7472.7
OD002314,O00931,P0019,3,6155,0,18465.0,9732.0
OD002315,O00932,P0063,3,5568,0,16704.0,7368.0
OD002316,O00932,P0079,1,11587,15,9848.95,4415.95
OD002317,O00932,P0007,4,9936,0,39744.0,14972.0
OD002318,O00933,P0044,3,1630,0,4890.0,1176.0
OD002319,O00934,P0052,1,1682,0,1682.0,716.0
OD002320,O00934,P0030,3,10331,10,27893.7,10178.7
OD002321,O00935,P0067,2,3128,0,6256.0,1784.0
OD002322,O00935,P0061,4,6727,15,22871.8,4423.8
OD002323,O00936,P0069,1,6924,15,5885.4,180.4
OD002324,O00937,P0046,3,10496,10,28339.2,13618.2
OD002325,O00937,P0052,1,1682,15,1429.7,463.7
OD002326,O00937,P0014,4,10018,5,38068.4,16656.4
OD002327,O00937,P0009,3,4834,10,13051.8,3289.8
OD002328,O00938,P0079,3,11587,15,29546.85,13247.85
OD002329,O00939,P0051,1,8105,10,7294.5,2748.5
OD002330,O00939,P0008,4,9277,0,37108.0,11464.0
OD002331,O00939,P0002,4,8892,15,30232.8,11252.8
OD002332,O00939,P0061,4,6727,15,22871.8,4423.8
OD002333,O00940,P0061,4,6727,5,25562.6,7114.6
OD002334,O00940,P0004,1,3517,20,2813.6,285.6
OD002335,O00940,P0042,4,8402,10,30247.2,7399.2
OD002336,O00941,P0019,2,6155,15,10463.5,4641.5
OD002337,O00941,P0010,2,6288,20,10060.8,1858.8
OD002338,O00941,P0015,1,6239,20,4991.2,531.2
OD002339,O00942,P0009,3,4834,10,13051.8,3289.8
OD002340,O00942,P0062,3,6552,5,18673.2,7195.2
OD002341,O00942,P0010,2,6288,10,11318.4,3116.4
OD002342,O00942,P0039,3,7839,10,21165.3,4956.3
OD002343,O00943,P0001,3,8847,10,23886.9,9366.9
OD002344,O00943,P0063,3,5568,5,15868.8,6532.8
OD002345,O00943,P0052,2,1682,10,3027.6,1095.6
OD002346,O00943,P0079,3,11587,20,27808.8,11509.8
OD002347,O00944,P0061,2,6727,5,12781.3,3557.3
OD002348,O00944,P0045,2,8473,10,15251.4,2743.4
OD002349,O00945,P0063,4,5568,10,20044.8,7596.8
OD002350,O00945,P0071,2,8287,5,15745.3,4475.3
OD002351,O00945,P0012,1,2280,5,2166.0,543.0
OD002352,O00946,P0071,1,8287,0,8287.0,2652.0
OD002353,O00946,P0078,1,2727,10,2454.3,731.3
OD002354,O00946,P0066,3,3382,15,8624.1,1397.1
OD002355,O00947,P0075,2,2498,25,3747.0,1079.0
OD002356,O00947,P0037,4,4495,0,17980.0,7724.0
OD002357,O00947,P0076,1,7205,5,6844.75,2261.75
OD002358,O00948,P0039,1,7839,20,6271.2,868.2
OD002359,O00948,P0012,4,2280,5,8664.0,2172.0
OD002360,O00948,P0047,1,4367,5,4148.65,1034.65
OD002361,O00948,P0049,1,4908,20,3926.4,1315.4
OD002362,O00949,P0071,1,8287,0,8287.0,2652.0
OD002363,O00949,P0062,3,6552,25,14742.0,3264.0
OD002364,O00950,P0029,1,8916,20,7132.8,1060.8
OD002365,O00950,P0061,1,6727,5,6390.65,1778.65
OD002366,O00950,P0028,2,3631,15,6172.7,1004.7
OD002367,O00950,P0053,4,500,10,1800.0,872.0
OD002368,O00951,P0040,3,6601,5,18812.85,6815.85
OD002369,O00951,P0029,4,8916,10,32097.6,7809.6
OD002370,O00952,P0063,4,5568,5,21158.4,8710.4
OD002371,O00952,P0055,2,3114,5,5916.6,1430.6
OD002372,O00952,P0052,3,1682,20,4036.8,1138.8
OD002373,O00953,P0070,4,9093,20,29097.6,5721.6
OD002374,O00953,P0069,1,6924,20,5539.2,-165.8
OD002375,O00953,P0033,3,5694,5,16227.9,2835.9
OD002376,O00953,P0067,4,3128,15,10635.2,1691.2
OD002377,O00954,P0028,1,3631,10,3267.9,683.9
OD002378,O00954,P0071,3,8287,5,23617.95,6712.95
OD002379,O00955,P0015,2,6239,15,10606.3,1686.3
OD002380,O00955,P0024,1,9546,0,9546.0,4620.0
OD002381,O00955,P0069,4,6924,0,27696.0,4876.0
OD002382,O00955,P0066,1,3382,10,3043.8,634.8
OD002383,O00956,P0025,2,6585,5,12511.5,5121.5
OD002384,O00956,P0080,1,13672,10,12304.8,5422.8
OD002385,O00957,P0018,1,8947,15,7604.95,1543.95
OD002386,O00958,P0054,4,7011,5,26641.8,12077.8
OD002387,O00958,P0030,3,10331,0,30993.0,13278.0
OD002388,O00959,P0016,1,7194,10,6474.6,2850.6
OD002389,O00959,P0053,3,500,0,1500.0,804.0
OD002390,O00959,P0008,3,9277,5,26439.45,7206.45
OD002391,O00960,P0060,1,3201,15,2720.85,1206.85
OD002392,O00960,P0030,4,10331,5,39257.8,15637.8
OD002393,O00960,P0079,2,11587,15,19697.9,8831.9
OD002394,O00960,P0015,2,6239,15,10606.3,1686.3
OD002395,O00961,P0029,3,8916,15,22735.8,4519.8
OD002396,O00961,P0007,1,9936,15,8445.6,2252.6
OD002397,O00961,P0060,4,3201,15,10883.4,4827.4
OD002398,O00961,P0012,2,2280,10,4104.0,858.0
OD002399,O00962,P0056,4,14270,0,57080.0,30860.0
OD002400,O00962,P0012,3,2280,15,5814.0,945.0
OD002401,O00963,P0077,3,3416,25,7686.0,2658.0
OD002402,O00964,P0032,2,11145,10,20061.0,7645.0
OD002403,O00964,P0046,4,10496,15,35686.4,16058.4
OD002404,O00964,P0033,3,5694,10,15373.8,1981.8
OD002405,O00965,P0007,4,9936,5,37756.8,12984.8
OD002406,O00966,P0058,4,3214,0,12856.0,4984.0
OD002407,O00966,P0042,4,8402,0,33608.0,10760.0
OD002408,O00966,P0062,4,6552,15,22276.8,6972.8
OD002409,O00967,P0053,4,500,0,2000.0,1072.0
OD002410,O00967,P0049,4,4908,5,18650.4,8206.4
OD002411,O00967,P0070,1,9093,25,6819.75,975.75
OD002412,O00968,P0062,2,6552,20,10483.2,2831.2
OD002413,O00968,P0038,3,5709,15,14557.95,5560.95
OD002414,O00969,P0063,4,5568,15,18931.2,6483.2
OD002415,O00969,P0023,4,12189,10,43880.4,21504.4
OD002416,O00970,P0055,2,3114,0,6228.0,1742.0
OD002417,O00970,P0044,2,1630,0,3260.0,784.0
OD002418,O00970,P0029,3,8916,0,26748.0,8532.0
OD002419,O00970,P0017,3,10962,20,26308.8,11293.8
OD002420,O00971,P0042,4,8402,5,31927.6,9079.6
OD002421,O00971,P0077,4,3416,0,13664.0,6960.0
OD002422,O00971,P0009,2,4834,15,8217.8,1709.8
OD002423,O00972,P0048,1,3582,15,3044.7,1081.7
OD002424,O00972,P0064,2,6997,10,12594.6,4582.6
OD002425,O00972,P0039,1,7839,10,7055.1,1652.1
OD002426,O00973,P0072,3,10954,5,31218.9,15651.9
OD002427,O00973,P0034,3,8273,5,23578.05,4009.05
OD002428,O00973,P0030,2,10331,25,15496.5,3686.5
OD002429,O00973,P0023,3,12189,10,32910.3,16128.3
OD002430,O00974,P0018,1,8947,10,8052.3,1991.3
OD002431,O00975,P0067,2,3128,15,5317.6,845.6
OD002432,O00975,P0070,3,9093,20,21823.2,4291.2
OD002433,O00975,P0077,4,3416,15,11614.4,4910.4
OD002434,O00975,P0039,2,7839,0,15678.0,4872.0
OD002435,O00976,P0037,3,4495,5,12810.75,5118.75
OD002436,O00976,P0067,3,3128,20,7507.2,799.2
OD002437,O00977,P0009,4,4834,5,18369.2,5353.2
OD002438,O00977,P0024,4,9546,5,36274.8,16570.8
OD002439,O00977,P0029,1,8916,0,8916.0,2844.0
OD002440,O00978,P0021,4,12927,15,43951.8,20199.8
OD002441,O00978,P0074,2,4472,5,8496.8,2176.8
OD002442,O00978,P0075,1,2498,15,2123.3,789.3
OD002443,O00978,P0016,3,7194,10,19423.8,8551.8
OD002444,O00979,P0063,4,5568,10,20044.8,7596.8
OD002445,O00979,P0076,2,7205,10,12969.0,3803.0
OD002446,O00980,P0034,3,8273,15,21096.15,1527.15
OD002447,O00980,P0066,2,3382,10,6087.6,1269.6
OD002448,O00980,P0076,4,7205,5,27379.0,9047.0
OD002449,O00981,P0055,1,3114,10,2802.6,559.6
OD002450,O00982,P0025,3,6585,25,14816.25,3731.25
OD002451,O00982,P0024,2,9546,15,16228.2,6376.2
OD002452,O00982,P0071,1,8287,20,6629.6,994.6
OD002453,O00982,P0047,4,4367,5,16594.6,4138.6
OD002454,O00983,P0015,2,6239,0,12478.0,3558.0
OD002455,O00983,P0051,1,8105,15,6889.25,2343.25
OD002456,O00984,P0046,1,10496,5,9971.2,5064.2
OD002457,O00985,P0025,4,6585,20,21072.0,6292.0
OD002458,O00985,P0030,3,10331,10,27893.7,10178.7
OD002459,O00985,P0020,4,1983,0,7932.0,1672.0
OD002460,O00986,P0031,3,14006,20,33614.4,14237.4
OD002461,O00986,P0058,4,3214,15,10927.6,3055.6
OD002462,O00986,P0066,1,3382,5,3212.9,803.9
OD002463,O00986,P0024,1,9546,20,7636.8,2710.8
OD002464,O00987,P0016,1,7194,15,6114.9,2490.9
OD002465,O00987,P0003,1,319,20,255.2,-6.8
OD002466,O00987,P0072,4,10954,10,39434.4,18678.4
OD002467,O00987,P0067,4,3128,10,11260.8,2316.8
OD002468,O00988,P0028,4,3631,15,12345.4,2009.4
OD002469,O00988,P0046,3,10496,5,29913.6,15192.6
OD002470,O00988,P0071,2,8287,0,16574.0,5304.0
OD002471,O00988,P0011,1,7617,0,7617.0,2646.0
OD002472,O00989,P0078,2,2727,10,4908.6,1462.6
OD002473,O00990,P0026,2,9610,10,17298.0,4870.0
OD002474,O00990,P0025,1,6585,0,6585.0,2890.0
OD002475,O00990,P0012,2,2280,15,3876.0,630.0
OD002476,O00990,P0068,2,375,0,750.0,150.0
OD002477,O00991,P0026,4,9610,5,36518.0,11662.0
OD002478,O00992,P0082,1,2255,10,2029.5,865.5
OD002479,O00992,P0008,3,9277,10,25047.9,5814.9
OD002480,O00992,P0003,3,319,0,957.0,171.0
OD002481,O00992,P0072,1,10954,5,10406.3,5217.3
OD002482,O00993,P0066,3,3382,20,8116.8,889.8
OD002483,O00993,P0053,4,500,15,1700.0,772.0
OD002484,O00993,P0011,2,7617,20,12187.2,2245.2
OD002485,O00994,P0059,3,7607,15,19397.85,8477.85
OD002486,O00994,P0071,4,8287,15,28175.8,5635.8
OD002487,O00994,P0080,4,13672,15,46484.8,18956.8
OD002488,O00995,P0013,3,1311,20,3146.4,1343.4
OD002489,O00995,P0037,2,4495,15,7641.5,2513.5
OD002490,O00995,P0040,1,6601,5,6270.95,2271.95
OD002491,O00995,P0053,2,500,10,900.0,436.0
OD002492,O00996,P0008,1,9277,5,8813.15,2402.15
OD002493,O00997,P0082,3,2255,5,6426.75,2934.75
OD002494,O00998,P0003,4,319,10,1148.4,100.4
OD002495,O00999,P0058,2,3214,10,5785.2,1849.2
OD002496,O00999,P0010,3,6288,20,15091.2,2788.2
OD002497,O01000,P0045,3,8473,15,21606.15,2844.15
OD002498,O01000,P0032,2,11145,20,17832.0,5416.0
OD002499,O01001,P0061,1,6727,10,6054.3,1442.3
OD002500,O01001,P0020,4,1983,15,6742.2,482.2
OD002501,O01001,P0064,4,6997,5,26588.6,10564.6
OD002502,O01002,P0033,1,5694,5,5409.3,945.3
OD002503,O01002,P0010,2,6288,20,10060.8,1858.8
OD002504,O01002,P0015,2,6239,15,10606.3,1686.3
OD002505,O01003,P0060,4,3201,5,12163.8,6107.8
OD002506,O01004,P0078,1,2727,20,2181.6,458.6
OD002507,O01004,P0043,3,3251,5,9265.35,1150.35
OD002508,O01004,P0064,3,6997,5,19941.45,7923.45
OD002509,O01004,P0003,4,319,5,1212.2,164.2
OD002510,O01005,P0075,1,2498,5,2373.1,1039.1
OD002511,O01005,P0035,3,3553,5,10126.05,1876.05
OD002512,O01005,P0003,1,319,10,287.1,25.1
OD002513,O01005,P0073,3,3981,0,11943.0,4743.0
OD002514,O01006,P0013,2,1311,5,2490.9,1288.9
OD002515,O01007,P0004,2,3517,20,5627.2,571.2
OD002516,O01007,P0078,1,2727,0,2727.0,1004.0
OD002517,O01008,P0031,3,14006,5,39917.1,20540.1
OD002518,O01008,P0064,4,6997,10,25189.2,9165.2
OD002519,O01009,P0064,2,6997,5,13294.3,5282.3
OD002520,O01009,P0034,2,8273,0,16546.0,3500.0
OD002521,O01009,P0056,2,14270,5,27113.0,14003.0
OD002522,O01009,P0068,4,375,15,1275.0,75.0
OD002523,O01010,P0024,4,9546,20,30547.2,10843.2
OD002524,O01011,P0008,1,9277,0,9277.0,2866.0
OD002525,O01012,P0059,3,7607,10,20538.9,9618.9
OD002526,O01012,P0080,3,13672,15,34863.6,14217.6
OD002527,O01013,P0011,1,7617,15,6474.45,1503.45
OD002528,O01013,P0021,3,12927,5,36841.95,19027.95
OD002529,O01013,P0037,4,4495,15,15283.0,5027.0
OD002530,O01013,P0029,2,8916,20,14265.6,2121.6
OD002531,O01014,P0043,2,3251,15,5526.7,116.7
OD002532,O01014,P0021,2,12927,0,25854.0,13978.0
OD002533,O01015,P0070,4,9093,0,36372.0,12996.0
OD002534,O01016,P0049,2,4908,5,9325.2,4103.2
OD002535,O01016,P0027,3,4363,20,10471.2,196.2
OD002536,O01017,P0057,1,4846,10,4361.4,1507.4
OD002537,O01017,P0054,1,7011,10,6309.9,2668.9
OD002538,O01018,P0019,4,6155,20,19696.0,8052.0
