CustomerID,CustomerName,Gender,Age,City,SignupDate,Region
C0450,Customer_0450,Female,23,Hyderabad,2023-05-19,South
C0451,Customer_0451,Female,41,Jaipur,2025-09-22,North
C0452,Customer_0452,Female,50,Chennai,2024-03-10,South
C0453,Customer_0453,Female,46,Delhi,2024-05-23,North
C0454,Customer_0454,Female,60,Hyderabad,2023-09-30,South
C0455,Customer_0455,Male,39,Bengaluru,2023-04-14,South
C0456,Customer_0456,Male,43,Ahmedabad,2025-01-31,West
C0457,Customer_0457,Female,45,Jaipur,2025-02-25,North
C0458,Customer_0458,Female,38,Delhi,2023-06-14,North
C0459,Customer_0459,Male,24,Kolkata,2025-09-25,East
C0460,Customer_0460,Male,34,Ahmedabad,2024-06-03,West
C0461,Customer_0461,Female,37,Pune,2024-05-31,West
C0462,Customer_0462,Male,58,Hyderabad,2024-10-18,South
C0463,Customer_0463,Female,37,Delhi,2024-09-04,North
C0464,Customer_0464,Male,39,Mumbai,2023-06-13,West
C0465,Customer_0465,Female,45,Chennai,2023-03-05,South
C0466,Customer_0466,Male,57,Chennai,2023-09-24,South
C0467,Customer_0467,Female,24,Jaipur,2023-09-03,North
C0468,Customer_0468,Male,18,Kolkata,2024-01-30,East
C0469,Customer_0469,Male,49,Jaipur,2024-04-20,North
C0470,Customer_0470,Female,30,Mumbai,2025-09-03,West
C0471,Customer_0471,Male,47,Bengaluru,2025-11-09,South
C0472,Customer_0472,Female,40,Kolkata,2024-07-11,East
C0473,Customer_0473,Male,36,Lucknow,2025-10-14,North
C0474,Customer_0474,Female,49,Bengaluru,2025-06-01,South
C0475,Customer_0475,Male,47,Kolkata,2023-05-27,East
C0476,Customer_0476,Female,46,Kolkata,2024-10-27,East
C0477,Customer_0477,Male,46,Mumbai,2024-09-11,West
C0478,Customer_0478,Female,47,Pune,2025-03-30,West
C0479,Customer_0479,Male,33,Mumbai,2025-05-13,West
C0480,Customer_0480,Female,57,Kolkata,2024-08-04,East
C0481,Customer_0481,Female,36,Delhi,2025-10-19,North
C0482,Customer_0482,Female,35,Bengaluru,2024-11-25,South
C0483,Customer_0483,Male,18,Mumbai,2024-02-11,West
C0484,Customer_0484,Female,31,Pune,2024-02-03,West
C0485,Customer_0485,Male,19,Hyderabad,2024-12-15,South
C0486,Customer_0486,Female,45,Jaipur,2024-12-04,North
C0487,Customer_0487,Male,47,Kolkata,2025-01-30,East
C0488,Customer_0488,Female,55,Lucknow,2024-05-13,North
C0489,Customer_0489,Male,21,Hyderabad,2025-08-31,South
C0490,Customer_0490,Male,18,Chennai,2023-03-23,South
C0491,Customer_0491,Female,25,Ahmedabad,2024-08-26,West
C0492,Customer_0492,Male,46,Pune,2025-02-10,West
C0493,Customer_0493,Male,56,Lucknow,2025-06-21,North
C0494,Customer_0494,Female,20,Ahmedabad,2023-12-31,West
C0495,Customer_0495,Male,49,Pune,2023-06-12,West
C0496,Customer_0496,Male,27,Delhi,2025-12-07,North
C0497,Customer_0497,Male,27,Jaipur,2024-05-25,North
C0498,Customer_0498,Female,36,Hyderabad,2023-04-26,South
C0499,Customer_0499,Male,51,Bengaluru,2025-07-29,South
C0500,Customer_0500,Female,50,Pune,2023-12-03,West
C0501,Customer_0501,Male,40,Bengaluru,2025-05-30,South
C0502,Customer_0502,Male,45,Jaipur,2025-01-06,North
C0503,Customer_0503,Male,49,Kolkata,2025-04-19,East
C0504,Customer_0504,Female,24,Chennai,2023-05-27,South
C0505,Customer_0505,Male,46,Hyderabad,2024-03-18,South
C0506,Customer_0506,Male,25,Jaipur,2025-04-16,North
C0507,Customer_0507,Female,18,Jaipur,2025-11-02,North
C0508,Customer_0508,Male,20,Delhi,2025-07-31,North
C0509,Customer_0509,Female,41,Ahmedabad,2023-10-14,West
C0510,Customer_0510,Female,40,Chennai,2024-12-20,South
C0511,Customer_0511,Male,25,Hyderabad,2024-04-24,South
C0512,Customer_0512,Female,54,Kolkata,2023-01-22,East
C0513,Customer_0513,Male,20,Kolkata,2024-11-13,East
C0514,Customer_0514,Female,50,Mumbai,2025-06-24,West
C0515,Customer_0515,Female,45,Jaipur,2023-11-16,North
C0516,Customer_0516,Male,25,Pune,2023-05-06,West
C0517,Customer_0517,Female,51,Delhi,2023-10-04,North
C0518,Customer_0518,Female,52,Chennai,2023-07-13,South
C0519,Customer_0519,Female,49,Kolkata,2024-11-26,East
C0520,Customer_0520,Female,41,Hyderabad,2023-02-26,South
C0521,Customer_0521,Female,31,Mumbai,2023-01-19,West
C0522,Customer_0522,Male,49,Hyderabad,2023-09-21,South
C0523,Customer_0523,Female,60,Delhi,2025-03-04,North
C0524,Customer_0524,Male,33,Pune,2023-04-23,West
C0525,Customer_0525,Female,21,Mumbai,2024-06-25,West
C0526,Customer_0526,Male,54,Mumbai,2024-10-08,West
C0527,Customer_0527,Male,38,Ahmedabad,2024-08-01,West
C0528,Customer_0528,Female,31,Chennai,2025-12-24,South
C0529,Customer_0529,Female,48,Mumbai,2023-01-25,West
C0530,Customer_0530,Female,35,Ahmedabad,2023-01-01,West
C0531,Customer_0531,Male,24,Ahmedabad,2025-06-29,West
C0532,Customer_0532,Female,27,Delhi,2023-05-21,North
C0533,Customer_0533,Male,24,Bengaluru,2024-10-09,South
C0534,Customer_0534,Male,50,Hyderabad,2023-07-07,South
C0535,Customer_0535,Male,40,Pune,2023-07-20,West
C0536,Customer_0536,Female,38,Lucknow,2023-09-14,North
C0537,Customer_0537,Female,36,Hyderabad,2024-06-30,South
C0538,Customer_0538,Male,36,Mumbai,2023-07-13,West
C0539,Customer_0539,Male,53,Pune,2024-12-03,West
C0540,Customer_0540,Female,46,Kolkata,2025-03-12,East
C0541,Customer_0541,Male,35,Bengaluru,2025-07-30,South
C0542,Customer_0542,Female,19,Kolkata,2024-02-18,East
C0543,Customer_0543,Male,18,Kolkata,2025-06-28,East
C0544,Customer_0544,Female,22,Chennai,2023-07-07,South
C0545,Customer_0545,Male,37,Hyderabad,2023-02-14,South
C0546,Customer_0546,Female,28,Lucknow,2023-03-24,North
C0547,Customer_0547,Male,59,Delhi,2023-12-24,North
C0548,Customer_0548,Female,19,Lucknow,2025-12-25,North
C0549,Customer_0549,Female,20,Kolkata,2025-07-24,East
C0550,Customer_0550,Male,40,Mumbai,2024-01-10,West
C0551,Customer_0551,Male,29,Bengaluru,2023-06-11,South
C0552,Customer_0552,Female,37,Jaipur,2023-11-18,North
C0553,Customer_0553,Male,22,Lucknow,2024-03-25,North
C0554,Customer_0554,Female,54,Kolkata,2025-11-02,East
C0555,Customer_0555,Male,55,Bengaluru,2023-07-03,South
C0556,Customer_0556,Female,47,Pune,2023-04-21,West
C0557,Customer_0557,Female,26,Hyderabad,2024-05-22,South
C0558,Customer_0558,Female,51,Ahmedabad,2023-10-22,West
C0559,Customer_0559,Female,52,Chennai,2025-06-22,South
C0560,Customer_0560,Female,39,Bengaluru,2025-08-31,South
C0561,Customer_0561,Female,41,Mumbai,2024-09-23,West
C0562,Customer_0562,Male,34,Mumbai,2025-11-16,West
C0563,Customer_0563,Male,27,Bengaluru,2025-01-02,South
C0564,Customer_0564,Male,47,Mumbai,2023-11-17,West
C0565,Customer_0565,Female,40,Hyderabad,2025-07-01,South
C0566,Customer_0566,Female,49,Mumbai,2024-03-12,West
C0567,Customer_0567,Female,34,Lucknow,2025-02-19,North
C0568,Customer_0568,Female,34,Ahmedabad,2025-12-12,West
C0569,Customer_0569,Male,31,Mumbai,2024-12-26,West
C0570,Customer_0570,Male,26,Ahmedabad,2023-01-31,West
C0571,Customer_0571,Female,57,Kolkata,2023-12-03,East
C0572,Customer_0572,Male,19,Delhi,2023-07-02,North
C0573,Customer_0573,Male,42,Hyderabad,2025-11-12,South
C0574,Customer_0574,Female,56,Delhi,2024-06-27,North
C0575,Customer_0575,Male,26,Kolkata,2025-10-30,East
C0576,Customer_0576,Female,39,Hyderabad,2024-10-21,South
C0577,Customer_0577,Male,60,Bengaluru,2023-06-09,South
C0578,Customer_0578,Female,21,Bengaluru,2025-11-03,South
C0579,Customer_0579,Female,43,Ahmedabad,2024-02-16,West
C0580,Customer_0580,Female,46,Kolkata,2025-10-08,East
C0581,Customer_0581,Female,51,Ahmedabad,2023-02-22,West
C0582,Customer_0582,Male,40,Chennai,2024-02-12,South
C0583,Customer_0583,Female,54,Mumbai,2025-04-26,West
C0584,Customer_0584,Female,28,Jaipur,2025-11-11,North
C0585,Customer_0585,Female,23,Chennai,2025-11-19,South
C0586,Customer_0586,Male,35,Mumbai,2024-12-03,West
C0587,Customer_0587,Female,38,Hyderabad,2023-09-17,South
C0588,Customer_0588,Male,59,Ahmedabad,2025-12-18,West
C0589,Customer_0589,Female,53,Hyderabad,2025-02-14,South
C0590,Customer_0590,Male,58,Hyderabad,2025-11-01,South
C0591,Customer_0591,Male,55,Mumbai,2025-04-29,West
C0592,Customer_0592,Female,51,Kolkata,2023-12-20,East
C0593,Customer_0593,Male,34,Mumbai,2025-05-22,West
C0594,Customer_0594,Female,54,Pune,2025-09-17,West
C0595,Customer_0595,Female,42,Bengaluru,2025-10-14,South
C0596,Customer_0596,Female,55,Bengaluru,2023-10-21,South
C0597,Customer_0597,Male,29,Chennai,2023-07-28,South
C0598,Customer_0598,Male,40,Bengaluru,2025-03-28,South
C0599,Customer_0599,Female,59,Mumbai,2024-01-25,West
C0600,Customer_0600,Female,39,Lucknow,2023-11-21,North
C0601,Customer_0601,Male,38,Ahmedabad,2025-07-28,West
C0602,Customer_0602,Female,44,Mumbai,2025-06-07,West
C0603,Customer_0603,Female,48,Mumbai,2024-10-29,West
C0604,Customer_0604,Female,23,Jaipur,2024-09-24,North
C0605,Customer_0605,Male,44,Ahmedabad,2024-07-30,West
C0606,Customer_0606,Male,57,Pune,2023-05-17,West
C0607,Customer_0607,Male,51,Bengaluru,2024-03-03,South
C0608,Customer_0608,Female,29,Ahmedabad,2024-09-03,West
C0609,Customer_0609,Female,24,Bengaluru,2025-06-29,South
C0610,Customer_0610,Female,27,Chennai,2025-03-29,South
C0611,Customer_0611,Male,34,Ahmedabad,2023-05-21,West
C0612,Customer_0612,Female,43,Bengaluru,2023-06-26,South
C0613,Customer_0613,Female,38,Pune,2023-07-17,West
C0614,Customer_0614,Female,45,Delhi,2024-09-15,North
C0615,Customer_0615,Female,19,Hyderabad,2024-11-21,South
C0616,Customer_0616,Male,60,Hyderabad,2024-02-05,South
C0617,Customer_0617,Male,18,Pune,2024-04-15,West
C0618,Customer_0618,Female,53,Jaipur,2023-08-06,North
C0619,Customer_0619,Male,43,Delhi,2025-07-17,North
C0620,Customer_0620,Male,46,Chennai,2024-09-23,South
C0621,Customer_0621,Female,38,Pune,2025-08-08,West
C0622,Customer_0622,Female,28,Hyderabad,2025-06-24,South
C0623,Customer_0623,Male,57,Hyderabad,2023-06-24,South
C0624,Customer_0624,Female,28,Hyderabad,2023-01-23,South
C0625,Customer_0625,Male,53,Kolkata,2023-08-23,East
C0626,Customer_0626,Female,56,Pune,2025-11-02,West
C0627,Customer_0627,Male,57,Mumbai,2025-07-17,West
C0628,Customer_0628,Female,52,Chennai,2024-06-06,South
C0629,Customer_0629,Male,51,Hyderabad,2024-03-06,South
C0630,Customer_0630,Male,41,Bengaluru,2025-03-03,South
C0631,Customer_0631,Male,39,Pune,2024-06-16,West
C0632,Customer_0632,Female,22,Kolkata,2025-09-05,East
C0633,Customer_0633,Male,50,Pune,2025-03-20,West
C0634,Customer_0634,Male,53,Chennai,2025-07-01,South
C0635,Customer_0635,Female,37,Kolkata,2025-05-20,East
C0636,Customer_0636,Female,36,Chennai,2024-06-23,South
C0637,Customer_0637,Male,52,Pune,2025-10-20,West
C0638,Customer_0638,Male,60,Mumbai,2023-08-15,West
C0639,Customer_0639,Female,34,Chennai,2025-05-22,South
C0640,Customer_0640,Female,60,Kolkata,2025-06-10,East
C0641,Customer_0641,Female,51,Kolkata,2025-11-02,East
C0642,Customer_0642,Female,26,Chennai,2023-07-29,South
C0643,Customer_0643,Female,43,Lucknow,2025-01-10,North
C0644,Customer_0644,Male,19,Pune,2024-02-01,West
C0645,Customer_0645,Female,26,Lucknow,2023-01-31,North
C0646,Customer_0646,Male,26,Jaipur,2025-06-16,North
C0647,Customer_0647,Male,57,Pune,2024-10-10,West
C0648,Customer_0648,Male,34,Chennai,2023-11-25,South
C0649,Customer_0649,Female,18,Delhi,2025-08-09,North
C0650,Customer_0650,Male,42,Chennai,2024-09-12,South
C0651,Customer_0651,Male,60,Lucknow,2023-06-11,North
C0652,Customer_0652,Female,57,Mumbai,2025-02-14,West
C0653,Customer_0653,Male,59,Chennai,2023-10-01,South
C0654,Customer_0654,Male,42,Chennai,2025-10-23,South
C0655,Customer_0655,Female,56,Mumbai,2025-11-17,West
C0656,Customer_0656,Male,52,Chennai,2023-11-22,South
C0657,Customer_0657,Male,20,Hyderabad,2025-07-28,South
C0658,Customer_0658,Male,54,Delhi,2024-06-23,North
C0659,Customer_0659,Female,47,Bengaluru,2024-05-02,South
C0660,Customer_0660,Female,55,Delhi,2025-04-01,North
C0661,Customer_0661,Female,51,Chennai,2025-12-24,South
C0662,Customer_0662,Male,29,Hyderabad,2023-12-22,South
C0663,Customer_0663,Male,36,Pune,2023-08-23,West
C0664,Customer_0664,Female,54,Chennai,2023-08-15,South
C0665,Customer_0665,Male,34,Lucknow,2023-02-18,North
C0666,Customer_0666,Male,27,Hyderabad,2023-04-28,South
C0667,Customer_0667,Female,29,Mumbai,2023-02-23,West
C0668,Customer_0668,Female,33,Hyderabad,2024-07-18,South
C0669,Customer_0669,Male,41,Mumbai,2025-12-03,West
C0670,Customer_0670,Male,36,Jaipur,2023-02-22,North
C0671,Customer_0671,Male,25,Bengaluru,2024-07-11,South
C0672,Customer_0672,Female,48,Ahmedabad,2025-05-17,West
C0673,Customer_0673,Female,38,Hyderabad,2024-02-02,South
C0674,Customer_0674,Female,34,Kolkata,2024-11-05,East
C0675,Customer_0675,Female,40,Lucknow,2024-01-22,North
C0676,Customer_0676,Male,54,Chennai,2023-04-21,South
C0677,Customer_0677,Female,33,Lucknow,2024-09-05,North
C0678,Customer_0678,Female,23,Delhi,2023-01-17,North
C0679,Customer_0679,Female,25,Ahmedabad,2025-06-02,West
C0680,Customer_0680,Female,42,Delhi,2024-06-24,North
C0681,Customer_0681,Female,35,Jaipur,2023-06-20,North
C0682,Customer_0682,Male,42,Ahmedabad,2024-02-13,West
C0683,Customer_0683,Male,29,Ahmedabad,2025-01-09,West
C0684,Customer_0684,Female,32,Delhi,2025-05-07,North
C0685,Customer_0685,Male,43,Mumbai,2023-08-18,West
C0686,Customer_0686,Female,58,Delhi,2023-04-29,North
C0687,Customer_0687,Female,43,Lucknow,2025-02-22,North
C0688,Customer_0688,Male,49,Mumbai,2024-04-09,West
C0689,Customer_0689,Male,27,Lucknow,2023-04-14,North
C0690,Customer_0690,Female,33,Jaipur,2024-11-28,North
C0691,Customer_0691,Female,24,Chennai,2023-06-24,South
C0692,Customer_0692,Female,34,Pune,2025-01-14,West
C0693,Customer_0693,Male,40,Mumbai,2024-10-26,West
C0694,Customer_0694,Female,43,Jaipur,2023-02-02,North
C0695,Customer_0695,Female,38,Kolkata,2023-02-24,East
C0696,Customer_0696,Female,39,Jaipur,2024-06-02,North
C0697,Customer_0697,Male,24,Delhi,2025-01-25,North
C0698,Customer_0698,Female,31,Delhi,2023-01-12,North
C0699,Customer_0699,Female,32,Pune,2024-12-20,West
C0700,Customer_0700,Male,24,Jaipur,2024-07-08,North
C0701,Customer_0701,Female,26,Bengaluru,2024-01-08,South
C0702,Customer_0702,Female,25,Chennai,2024-04-28,South
C0703,Customer_0703,Male,40,Delhi,2025-08-30,North
C0704,Customer_0704,Female,46,Pune,2024-09-14,West
C0705,Customer_0705,Male,35,Chennai,2023-11-03,South
C0706,Customer_0706,Male,48,Jaipur,2024-04-01,North
C0707,Customer_0707,Female,47,Jaipur,2023-06-09,North
C0708,Customer_0708,Female,56,Ahmedabad,2023-11-27,West
C0709,Customer_0709,Female,52,Pune,2025-02-14,West
C0710,Customer_0710,Female,35,Delhi,2023-08-13,North
C0711,Customer_0711,Male,59,Bengaluru,2025-09-09,South
C0712,Customer_0712,Female,56,Jaipur,2024-12-29,North
C0713,Customer_0713,Male,34,Bengaluru,2025-12-04,South
C0714,Customer_0714,Female,31,Jaipur,2025-12-18,North
C0715,Customer_0715,Female,48,Delhi,2024-10-05,North
C0716,Customer_0716,Female,41,Chennai,2024-09-07,South
C0717,Customer_0717,Male,52,Hyderabad,2023-07-14,South
C0718,Customer_0718,Female,51,Chennai,2024-05-03,South
C0719,Customer_0719,Female,20,Jaipur,2023-06-06,North
C0720,Customer_0720,Female,54,Lucknow,2024-09-01,North
C0721,Customer_0721,Female,60,Hyderabad,2024-02-16,South
C0722,Customer_0722,Male,57,Hyderabad,2024-04-15,South
C0723,Customer_0723,Female,43,Bengaluru,2024-05-30,South
C0724,Customer_0724,Male,40,Pune,2024-01-28,West
C0725,Customer_0725,Male,56,Bengaluru,2024-09-22,South
C0726,Customer_0726,Male,32,Bengaluru,2024-08-30,South
C0727,Customer_0727,Male,21,Lucknow,2025-09-06,North
C0728,Customer_0728,Male,46,Chennai,2024-03-09,South
C0729,Customer_0729,Male,39,Chennai,2024-06-23,South
C0730,Customer_0730,Female,42,Kolkata,2023-10-05,East
C0731,Customer_0731,Male,30,Jaipur,2023-08-21,North
C0732,Customer_0732,Male,35,Lucknow,2023-12-28,North
C0733,Customer_0733,Male,50,Kolkata,2023-01-26,East
C0734,Customer_0734,Female,33,Delhi,2025-11-14,North
C0735,Customer_0735,Female,59,Jaipur,2024-05-21,North
C0736,Customer_0736,Male,19,Jaipur,2023-09-24,North
C0737,Customer_0737,Female,52,Ahmedabad,2024-04-05,West
C0738,Customer_0738,Male,59,Ahmedabad,2024-03-31,West
C0739,Customer_0739,Male,51,Mumbai,2025-12-27,West
C0740,Customer_0740,Female,47,Mumbai,2025-10-03,West
C0741,Customer_0741,Male,30,Bengaluru,2025-05-12,South
C0742,Customer_0742,Female,30,Delhi,2024-05-05,North
C0743,Customer_0743,Female,35,Hyderabad,2025-12-08,South
C0744,Customer_0744,Male,49,Hyderabad,2024-07-17,South
C0745,Customer_0745,Male,49,Ahmedabad,2023-08-04,West
C0746,Customer_0746,Female,52,Ahmedabad,2024-07-12,West
C0747,Customer_0747,Male,56,Ahmedabad,2023-06-08,West
C0748,Customer_0748,Male,46,Lucknow,2024-05-03,North
C0749,Customer_0749,Male,46,Pune,2024-11-16,West
C0750,Customer_0750,Female,33,Mumbai,2025-03-04,West
C0751,Customer_0751,Female,27,Lucknow,2023-01-05,North
C0752,Customer_0752,Male,47,Chennai,2023-12-27,South
C0753,Customer_0753,Female,42,Hyderabad,2024-04-03,South
C0754,Customer_0754,Female,56,Jaipur,2023-09-05,North
C0755,Customer_0755,Female,37,Mumbai,2025-08-03,West
C0756,Customer_0756,Female,22,Kolkata,2024-02-26,East
C0757,Customer_0757,Female,18,Chennai,2023-01-15,South
C0758,Customer_0758,Male,47,Mumbai,2025-01-05,West
C0759,Customer_0759,Male,20,Lucknow,2023-10-04,North
C0760,Customer_0760,Male,31,Delhi,2024-03-28,North
C0761,Customer_0761,Female,47,Jaipur,2024-08-20,North
C0762,Customer_0762,Female,21,Mumbai,2024-03-21,West
C0763,Customer_0763,Male,35,Pune,2023-07-29,West
C0764,Customer_0764,Female,54,Ahmedabad,2024-12-14,West
C0765,Customer_0765,Male,42,Ahmedabad,2023-10-29,West
C0766,Customer_0766,Male,18,Jaipur,2023-01-03,North
C0767,Customer_0767,Male,32,Lucknow,2025-09-16,North
C0768,Customer_0768,Female,26,Ahmedabad,2024-06-03,West
C0769,Customer_0769,Female,32,Mumbai,2024-05-07,West
C0770,Customer_0770,Male,41,Kolkata,2024-09-11,East
C0771,Customer_0771,Male,21,Hyderabad,2023-11-27,South
C0772,Customer_0772,Male,29,Hyderabad,2023-11-29,South
C0773,Customer_0773,Male,54,Chennai,2023-02-19,South
C0774,Customer_0774,Female,54,Bengaluru,2025-05-12,South
C0775,Customer_0775,Female,60,Delhi,2023-09-29,North
C0776,Customer_0776,Male,23,Jaipur,2024-08-02,North
C0777,Customer_0777,Male,56,Chennai,2024-07-13,South
C0778,Customer_0778,Female,41,Bengaluru,2024-11-26,South
C0779,Customer_0779,Female,28,Lucknow,2024-03-21,North
C0780,Customer_0780,Male,30,Pune,2025-10-13,West
C0781,Customer_0781,Male,51,Pune,2023-12-23,West
C0782,Customer_0782,Male,42,Delhi,2023-10-01,North
C0783,Customer_0783,Female,24,Ahmedabad,2025-11-08,West
C0784,Customer_0784,Female,21,Mumbai,2023-11-07,West
C0785,Customer_0785,Female,25,Chennai,2025-05-19,South
C0786,Customer_0786,Male,37,Chennai,2025-06-04,South
C0787,Customer_0787,Male,46,Jaipur,2023-06-03,North
C0788,Customer_0788,Female,27,Jaipur,2024-09-11,North
C0789,Customer_0789,Female,60,Pune,2025-06-01,West
C0790,Customer_0790,Male,51,Pune,2025-03-07,West
C0791,Customer_0791,Female,43,Kolkata,2023-05-05,East
C0792,Customer_0792,Female,58,Kolkata,2024-09-10,East
C0793,Customer_0793,Male,20,Ahmedabad,2023-09-02,West
C0794,Customer_0794,Female,23,Kolkata,2025-04-27,East
C0795,Customer_0795,Male,22,Mumbai,2024-03-25,West
C0796,Customer_0796,Male,22,Mumbai,2025-07-18,West
C0797,Customer_0797,Male,40,Chennai,2024-06-03,South
C0798,Customer_0798,Male,26,Hyderabad,2023-12-28,South
C0799,Customer_0799,Male,52,Mumbai,2023-01-08,West
C0800,Customer_0800,Male,37,Bengaluru,2024-04-22,South
C0801,Customer_0801,Male,59,Pune,2024-05-09,West
C0802,Customer_0802,Female,52,Jaipur,2025-04-12,North
C0803,Customer_0803,Male,35,Kolkata,2025-11-28,East
C0804,Customer_0804,Male,34,Chennai,2024-08-15,South
C0805,Customer_0805,Female,41,Delhi,2023-07-06,North
C0806,Customer_0806,Female,20,Jaipur,2025-01-23,North
C0807,Customer_0807,Female,49,Bengaluru,2023-04-03,South
C0808,Customer_0808,Male,52,Kolkata,2023-03-27,East
C0809,Customer_0809,Female,55,Bengaluru,2025-12-03,South
C0810,Customer_0810,Male,30,Pune,2023-05-17,West
C0811,Customer_0811,Male,42,Pune,2024-02-25,West
C0812,Customer_0812,Male,26,Ahmedabad,2023-03-15,West
C0813,Customer_0813,Male,21,Chennai,2023-06-20,South
C0814,Customer_0814,Female,31,Jaipur,2023-06-19,North
C0815,Customer_0815,Female,54,Lucknow,2025-05-21,North
C0816,Customer_0816,Male,51,Lucknow,2023-11-18,North
C0817,Customer_0817,Male,28,Jaipur,2024-03-31,North
C0818,Customer_0818,Male,58,Delhi,2025-08-01,North
C0819,Customer_0819,Female,20,Chennai,2025-02-28,South
C0820,Customer_0820,Male,45,Bengaluru,2024-09-04,South
C0821,Customer_0821,Male,46,Delhi,2025-06-07,North
C0822,Customer_0822,Female,26,Hyderabad,2023-12-15,South
C0823,Customer_0823,Female,20,Jaipur,2023-01-10,North
C0824,Customer_0824,Male,42,Bengaluru,2025-01-09,South
C0825,Customer_0825,Female,51,Lucknow,2024-10-28,North
C0826,Customer_0826,Female,29,Mumbai,2024-06-29,West
C0827,Customer_0827,Male,59,Ahmedabad,2023-05-09,West
C0828,Customer_0828,Female,26,Lucknow,2024-08-23,North
C0829,Customer_0829,Male,32,Chennai,2024-08-27,South
C0830,Customer_0830,Female,57,Pune,2023-11-23,West
C0831,Customer_0831,Male,42,Mumbai,2025-09-06,West
C0832,Customer_0832,Male,22,Ahmedabad,2024-02-08,West
C0833,Customer_0833,Male,28,Ahmedabad,2024-09-20,West
C0834,Customer_0834,Female,51,Hyderabad,2024-12-18,South
C0835,Customer_0835,Male,41,Hyderabad,2025-11-06,South
C0836,Customer_0836,Female,32,Kolkata,2023-10-01,East
C0837,Customer_0837,Male,55,Lucknow,2024-11-15,North
C0838,Customer_0838,Male,25,Lucknow,2023-04-26,North
C0839,Customer_0839,Female,22,Lucknow,2025-05-10,North
C0840,Customer_0840,Male,43,Kolkata,2024-11-23,East
C0841,Customer_0841,Male,35,Delhi,2023-11-20,North
C0842,Customer_0842,Female,23,Ahmedabad,2025-08-18,West
C0843,Customer_0843,Male,54,Mumbai,2023-04-24,West
C0844,Customer_0844,Male,30,Chennai,2025-12-17,South
C0845,Customer_0845,Male,45,Ahmedabad,2023-06-03,West
C0846,Customer_0846,Male,22,Hyderabad,2023-11-11,South
C0847,Customer_0847,Female,30,Bengaluru,2025-11-30,South
C0848,Customer_0848,Female,34,Pune,2023-04-15,West
C0849,Customer_0849,Male,57,Kolkata,2023-12-20,East
C0850,Customer_0850,Female,49,Jaipur,2025-10-12,North
C0851,Customer_0851,Male,46,Bengaluru,2025-01-02,South
C0852,Customer_0852,Female,20,Chennai,2024-12-09,South
C0853,Customer_0853,Male,57,Lucknow,2024-10-12,North
C0854,Customer_0854,Male,51,Hyderabad,2025-04-03,South
C0855,Customer_0855,Male,57,Hyderabad,2025-08-04,South
C0856,Customer_0856,Male,44,Hyderabad,2024-10-22,South
C0857,Customer_0857,Male,30,Lucknow,2023-04-09,North
C0858,Customer_0858,Male,50,Jaipur,2024-08-10,North
C0859,Customer_0859,Female,23,Kolkata,2023-10-09,East
C0860,Customer_0860,Male,41,Bengaluru,2024-02-07,South
C0861,Customer_0861,Female,36,Lucknow,2024-11-30,North
C0862,Customer_0862,Male,33,Chennai,2023-07-18,South
C0863,Customer_0863,Female,57,Kolkata,2023-11-23,East
C0864,Customer_0864,Female,45,Chennai,2023-06-03,South
C0865,Customer_0865,Female,50,Kolkata,2024-07-05,East
C0866,Customer_0866,Male,58,Jaipur,2024-02-09,North
C0867,Customer_0867,Male,30,Pune,2024-04-06,West
C0868,Customer_0868,Female,60,Chennai,2023-05-12,South
C0869,Customer_0869,Male,42,Lucknow,2025-03-01,North
C0870,Customer_0870,Female,59,Kolkata,2025-05-23,East
C0871,Customer_0871,Male,53,Hyderabad,2023-03-25,South
C0872,Customer_0872,Female,44,Ahmedabad,2025-01-23,West
C0873,Customer_0873,Female,55,Hyderabad,2024-09-19,South
C0874,Customer_0874,Male,24,Delhi,2023-08-09,North
C0875,Customer_0875,Female,22,Pune,2024-07-06,West
C0876,Customer_0876,Male,60,Pune,2023-04-22,West
C0877,Customer_0877,Female,48,Hyderabad,2024-09-06,South
C0878,Customer_0878,Female,40,Bengaluru,2025-07-12,South
C0879,Customer_0879,Male,59,Jaipur,2024-04-19,North
C0880,Customer_0880,Male,27,Chennai,2025-04-15,South
C0881,Customer_0881,Male,49,Lucknow,2023-09-28,North
C0882,Customer_0882,Female,60,Pune,2024-02-25,West
C0883,Customer_0883,Male,47,Hyderabad,2024-12-07,South
C0884,Customer_0884,Female,56,Hyderabad,2023-02-09,South
C0885,Customer_0885,Female,48,Jaipur,2023-07-08,North
C0886,Customer_0886,Male,35,Jaipur,2025-09-20,North
C0887,Customer_0887,Male,53,Mumbai,2024-06-19,West
C0888,Customer_0888,Female,19,Mumbai,2025-10-24,West
C0889,Customer_0889,Female,31,Bengaluru,2023-10-17,South
C0890,Customer_0890,Male,30,Bengaluru,2024-03-08,South
C0891,Customer_0891,Male,46,Delhi,2024-04-15,North
C0892,Customer_0892,Male,29,Bengaluru,2024-09-19,South
C0893,Customer_0893,Male,56,Kolkata,2023-10-06,East
C0894,Customer_0894,Male,19,Jaipur,2025-05-26,North
C0895,Customer_0895,Female,49,Lucknow,2024-08-03,North
C0896,Customer_0896,Female,30,Kolkata,2025-05-12,East
C0897,Customer_0897,Female,44,Chennai,2023-09-11,South
C0898,Customer_0898,Female,58,Hyderabad,2023-06-30,South
C0899,Customer_0899,Male,34,Bengaluru,2024-11-11,South
