OrderID,OrderDate,CustomerID,PaymentMethod,OrderStatus,CustomerName,Gender,Age,City,Region,SignupDate,OrderDetailID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,Profit,ProductName,Category,CostPrice,SellingPrice,Year,Month,MonthName,YearMonth,ProfitMarginPct
O01372,2026-02-09,C0573,Net Banking,Delivered,Customer_0573,Male,42,Hyderabad,South,2025-11-12,OD003424,P0023,2,12189.0,10.0,21940.2,10752.2,Mixer Grinder,Home,5594.0,12189.0,2026,2,February,2026-02,49.00684588107675
O01373,2026-01-27,C0604,UPI,Delivered,Customer_0604,Female,23,Jaipur,North,2024-09-24,OD003425,P0044,4,1630.0,10.0,5868.0,916.0,Jeans,Fashion,1238.0,1630.0,2026,1,January,2026-01,15.610088616223585
O01373,2026-01-27,C0604,UPI,Delivered,Customer_0604,Female,23,Jaipur,North,2024-09-24,OD003426,P0047,1,4367.0,0.0,4367.0,1253.0,Sneakers,Fashion,3114.0,4367.0,2026,1,January,2026-01,28.69246622395237
O01373,2026-01-27,C0604,UPI,Delivered,Customer_0604,Female,23,Jaipur,North,2024-09-24,OD003427,P0021,2,12927.0,10.0,23268.6,11392.6,Webcam,Electronics,5938.0,12927.0,2026,1,January,2026-01,48.96126109864797
O01374,2024-05-15,C0798,Net Banking,Delivered,Customer_0798,Male,26,Hyderabad,South,2023-12-28,OD003428,P0036,3,8476.0,0.0,25428.0,11484.0,Storage Box,Home,4648.0,8476.0,2024,5,May,2024-05,45.16281264747523
O01374,2024-05-15,C0798,Net Banking,Delivered,Customer_0798,Male,26,Hyderabad,South,2023-12-28,OD003429,P0049,2,4908.0,5.0,9325.2,4103.2,Backpack,Fashion,2611.0,4908.0,2024,5,May,2024-05,44.00120104662634
O01374,2024-05-15,C0798,Net Banking,Delivered,Customer_0798,Male,26,Hyderabad,South,2023-12-28,OD003430,P0035,4,3553.0,15.0,12080.2,1080.2,Storage Box,Home,2750.0,3553.0,2024,5,May,2024-05,8.941904935348752
O01375,2026-03-02,C0455,UPI,Delivered,Customer_0455,Male,39,Bengaluru,South,2023-04-14,OD003431,P0037,1,4495.0,15.0,3820.75,1256.75,Wall Clock,Home,2564.0,4495.0,2026,3,March,2026-03,32.89275665772427
O01375,2026-03-02,C0455,UPI,Delivered,Customer_0455,Male,39,Bengaluru,South,2023-04-14,OD003432,P0029,4,8916.0,10.0,32097.6,7809.6,Table Lamp,Home,6072.0,8916.0,2026,3,March,2026-03,24.330791087184092
O01375,2026-03-02,C0455,UPI,Delivered,Customer_0455,Male,39,Bengaluru,South,2023-04-14,OD003433,P0058,4,3214.0,0.0,12856.0,4984.0,Face Wash,Beauty,1968.0,3214.0,2026,3,March,2026-03,38.76789047915371
O01376,2026-02-21,C0969,Credit Card,Delivered,Customer_0969,Female,44,Pune,West,2025-04-30,OD003434,P0050,3,791.0,10.0,2135.7,836.7,Backpack,Fashion,433.0,791.0,2026,2,February,2026-02,39.17685068127547
O01376,2026-02-21,C0969,Credit Card,Delivered,Customer_0969,Female,44,Pune,West,2025-04-30,OD003435,P0057,3,4846.0,5.0,13811.1,5249.1,Watch,Fashion,2854.0,4846.0,2026,2,February,2026-02,38.00638616764777
O01377,2024-06-19,C0153,Net Banking,Delivered,Customer_0153,Male,34,Delhi,North,2025-04-16,OD003436,P0010,3,6288.0,5.0,17920.8,5617.8,Keyboard,Electronics,4101.0,6288.0,2024,6,June,2024-06,31.34793089594215
O01377,2024-06-19,C0153,Net Banking,Delivered,Customer_0153,Male,34,Delhi,North,2025-04-16,OD003437,P0007,3,9936.0,10.0,26827.2,8248.2,Bluetooth Speaker,Electronics,6193.0,9936.0,2024,6,June,2024-06,30.745661120057257
O01378,2024-06-07,C0737,UPI,Cancelled,Customer_0737,Female,52,Ahmedabad,West,2024-04-05,OD003438,P0006,3,5410.0,15.0,13795.5,3841.5,Smart Watch,Electronics,3318.0,5410.0,2024,6,June,2024-06,27.846036751114493
O01378,2024-06-07,C0737,UPI,Cancelled,Customer_0737,Female,52,Ahmedabad,West,2024-04-05,OD003439,P0059,1,7607.0,5.0,7226.65,3586.65,Face Wash,Beauty,3640.0,7607.0,2024,6,June,2024-06,49.63088014501879
O01379,2024-07-19,C0127,UPI,Delivered,Customer_0127,Female,44,Hyderabad,South,2025-10-18,OD003440,P0078,4,2727.0,10.0,9817.2,2925.2,Excel Book,Books,1723.0,2727.0,2024,7,July,2024-07,29.796683372040906
O01379,2024-07-19,C0127,UPI,Delivered,Customer_0127,Female,44,Hyderabad,South,2025-10-18,OD003441,P0009,3,4834.0,20.0,11601.6,1839.6,Bluetooth Speaker,Electronics,3254.0,4834.0,2024,7,July,2024-07,15.856433595366154
O01379,2024-07-19,C0127,UPI,Delivered,Customer_0127,Female,44,Hyderabad,South,2025-10-18,OD003442,P0073,4,3981.0,5.0,15127.8,5527.8,Python Book,Books,2400.0,3981.0,2024,7,July,2024-07,36.54067346210289
O01380,2025-05-01,C0193,Debit Card,Delivered,Customer_0193,Male,27,Chennai,South,2024-09-03,OD003443,P0030,2,10331.0,20.0,16529.6,4719.6,Table Lamp,Home,5905.0,10331.0,2025,5,May,2025-05,28.552415061465496
O01380,2025-05-01,C0193,Debit Card,Delivered,Customer_0193,Male,27,Chennai,South,2024-09-03,OD003444,P0041,2,8569.0,20.0,13710.4,4100.4,T-Shirt,Fashion,4805.0,8569.0,2025,5,May,2025-05,29.907223713385456
O01380,2025-05-01,C0193,Debit Card,Delivered,Customer_0193,Male,27,Chennai,South,2024-09-03,OD003445,P0045,1,8473.0,20.0,6778.4,524.4,Jeans,Fashion,6254.0,8473.0,2025,5,May,2025-05,7.736338959046382
O01380,2025-05-01,C0193,Debit Card,Delivered,Customer_0193,Male,27,Chennai,South,2024-09-03,OD003446,P0004,4,3517.0,10.0,12661.2,2549.2,Smart Watch,Electronics,2528.0,3517.0,2025,5,May,2025-05,20.133952547941742
O01381,2025-07-10,C0627,Credit Card,Returned,Customer_0627,Male,57,Mumbai,West,2025-07-17,OD003447,P0033,3,5694.0,25.0,12811.5,-580.5,Bedsheet,Home,4464.0,5694.0,2025,7,July,2025-07,-4.531085353003162
O01381,2025-07-10,C0627,Credit Card,Returned,Customer_0627,Male,57,Mumbai,West,2025-07-17,OD003448,P0047,2,4367.0,15.0,7423.9,1195.9,Sneakers,Fashion,3114.0,4367.0,2025,7,July,2025-07,16.10878379288514
O01381,2025-07-10,C0627,Credit Card,Returned,Customer_0627,Male,57,Mumbai,West,2025-07-17,OD003449,P0036,4,8476.0,0.0,33904.0,15312.0,Storage Box,Home,4648.0,8476.0,2025,7,July,2025-07,45.16281264747523
O01381,2025-07-10,C0627,Credit Card,Returned,Customer_0627,Male,57,Mumbai,West,2025-07-17,OD003450,P0021,1,12927.0,0.0,12927.0,6989.0,Webcam,Electronics,5938.0,12927.0,2025,7,July,2025-07,54.06513498878317
O01382,2026-02-14,C0774,Credit Card,Delivered,Customer_0774,Female,54,Bengaluru,South,2025-05-12,OD003451,P0038,1,5709.0,10.0,5138.1,2139.1,Wall Clock,Home,2999.0,5709.0,2026,2,February,2026-02,41.63212082287227
O01383,2025-08-05,C0530,UPI,Delivered,Customer_0530,Female,35,Ahmedabad,West,2023-01-01,OD003452,P0049,4,4908.0,5.0,18650.4,8206.4,Backpack,Fashion,2611.0,4908.0,2025,8,August,2025-08,44.00120104662634
O01383,2025-08-05,C0530,UPI,Delivered,Customer_0530,Female,35,Ahmedabad,West,2023-01-01,OD003453,P0003,1,319.0,15.0,271.15,9.15,Wireless Headphones,Electronics,262.0,319.0,2025,8,August,2025-08,3.37451595058086
O01383,2025-08-05,C0530,UPI,Delivered,Customer_0530,Female,35,Ahmedabad,West,2023-01-01,OD003454,P0012,1,2280.0,10.0,2052.0,429.0,Keyboard,Electronics,1623.0,2280.0,2025,8,August,2025-08,20.906432748538013
O01383,2025-08-05,C0530,UPI,Delivered,Customer_0530,Female,35,Ahmedabad,West,2023-01-01,OD003455,P0079,3,11587.0,15.0,29546.85,13247.85,Power BI Book,Books,5433.0,11587.0,2025,8,August,2025-08,44.836759248447805
O01384,2025-05-18,C0010,UPI,Delivered,Customer_0010,Female,23,Ahmedabad,West,2024-09-20,OD003456,P0020,3,1983.0,20.0,4759.2,64.2,Webcam,Electronics,1565.0,1983.0,2025,5,May,2025-05,1.3489662128088755
O01384,2025-05-18,C0010,UPI,Delivered,Customer_0010,Female,23,Ahmedabad,West,2024-09-20,OD003457,P0027,1,4363.0,10.0,3926.7,501.7,Air Fryer,Home,3425.0,4363.0,2025,5,May,2025-05,12.776631777319377
O01384,2025-05-18,C0010,UPI,Delivered,Customer_0010,Female,23,Ahmedabad,West,2024-09-20,OD003458,P0030,4,10331.0,10.0,37191.6,13571.6,Table Lamp,Home,5905.0,10331.0,2025,5,May,2025-05,36.49103561019155
O01385,2026-05-25,C0092,Credit Card,Cancelled,Customer_0092,Female,41,Mumbai,West,2024-01-21,OD003459,P0009,3,4834.0,20.0,11601.6,1839.6,Bluetooth Speaker,Electronics,3254.0,4834.0,2026,5,May,2026-05,15.856433595366154
O01386,2025-01-05,C0139,UPI,Returned,Customer_0139,Male,18,Mumbai,West,2024-04-20,OD003460,P0031,1,14006.0,10.0,12605.4,6146.4,Bedsheet,Home,6459.0,14006.0,2025,1,January,2025-01,48.76005521443191
O01386,2025-01-05,C0139,UPI,Returned,Customer_0139,Male,18,Mumbai,West,2024-04-20,OD003461,P0059,4,7607.0,0.0,30428.0,15868.0,Face Wash,Beauty,3640.0,7607.0,2025,1,January,2025-01,52.14933613776785
O01387,2024-04-12,C0481,COD,Returned,Customer_0481,Female,36,Delhi,North,2025-10-19,OD003462,P0040,1,6601.0,20.0,5280.8,1281.8,T-Shirt,Fashion,3999.0,6601.0,2024,4,April,2024-04,24.272837448871382
O01387,2024-04-12,C0481,COD,Returned,Customer_0481,Female,36,Delhi,North,2025-10-19,OD003463,P0010,1,6288.0,5.0,5973.6,1872.6,Keyboard,Electronics,4101.0,6288.0,2024,4,April,2024-04,31.347930895942145
O01387,2024-04-12,C0481,COD,Returned,Customer_0481,Female,36,Delhi,North,2025-10-19,OD003464,P0075,1,2498.0,10.0,2248.2,914.2,SQL Book,Books,1334.0,2498.0,2024,4,April,2024-04,40.6636420247309
O01387,2024-04-12,C0481,COD,Returned,Customer_0481,Female,36,Delhi,North,2025-10-19,OD003465,P0079,3,11587.0,20.0,27808.8,11509.8,Power BI Book,Books,5433.0,11587.0,2024,4,April,2024-04,41.38905670147579
O01388,2024-05-04,C0449,UPI,Delivered,Customer_0449,Male,24,Pune,West,2025-05-15,OD003466,P0019,1,6155.0,10.0,5539.5,2628.5,Webcam,Electronics,2911.0,6155.0,2024,5,May,2024-05,47.450130878238106
O01388,2024-05-04,C0449,UPI,Delivered,Customer_0449,Male,24,Pune,West,2025-05-15,OD003467,P0024,4,9546.0,10.0,34365.6,14661.6,Mixer Grinder,Home,4926.0,9546.0,2024,5,May,2024-05,42.66359382638453
O01388,2024-05-04,C0449,UPI,Delivered,Customer_0449,Male,24,Pune,West,2025-05-15,OD003468,P0036,4,8476.0,15.0,28818.4,10226.4,Storage Box,Home,4648.0,8476.0,2024,5,May,2024-05,35.48566193820614
O01389,2024-11-08,C0333,Credit Card,Delivered,Customer_0333,Female,57,Mumbai,West,2024-12-27,OD003469,P0069,3,6924.0,5.0,19733.4,2618.4,Perfume,Beauty,5705.0,6924.0,2024,11,November,2024-11,13.268874091641583
O01389,2024-11-08,C0333,Credit Card,Delivered,Customer_0333,Female,57,Mumbai,West,2024-12-27,OD003470,P0020,3,1983.0,5.0,5651.55,956.55,Webcam,Electronics,1565.0,1983.0,2024,11,November,2024-11,16.92544523183905
O01389,2024-11-08,C0333,Credit Card,Delivered,Customer_0333,Female,57,Mumbai,West,2024-12-27,OD003471,P0080,4,13672.0,10.0,49219.2,21691.2,Power BI Book,Books,6882.0,13672.0,2024,11,November,2024-11,44.070606592549254
O01390,2026-03-08,C0869,UPI,Delivered,Customer_0869,Male,42,Lucknow,North,2025-03-01,OD003472,P0035,4,3553.0,0.0,14212.0,3212.0,Storage Box,Home,2750.0,3553.0,2026,3,March,2026-03,22.60061919504644
O01390,2026-03-08,C0869,UPI,Delivered,Customer_0869,Male,42,Lucknow,North,2025-03-01,OD003473,P0011,3,7617.0,5.0,21708.45,6795.45,Keyboard,Electronics,4971.0,7617.0,2026,3,March,2026-03,31.3032482742895
O01390,2026-03-08,C0869,UPI,Delivered,Customer_0869,Male,42,Lucknow,North,2025-03-01,OD003474,P0078,3,2727.0,10.0,7362.9,2193.9,Excel Book,Books,1723.0,2727.0,2026,3,March,2026-03,29.79668337204091
O01390,2026-03-08,C0869,UPI,Delivered,Customer_0869,Male,42,Lucknow,North,2025-03-01,OD003475,P0061,1,6727.0,15.0,5717.95,1105.95,Shampoo,Beauty,4612.0,6727.0,2026,3,March,2026-03,19.341722120690108
O01391,2025-04-02,C0340,UPI,Delivered,Customer_0340,Female,25,Pune,West,2024-02-16,OD003476,P0080,4,13672.0,15.0,46484.8,18956.8,Power BI Book,Books,6882.0,13672.0,2025,4,April,2025-04,40.78064227446391
O01391,2025-04-02,C0340,UPI,Delivered,Customer_0340,Female,25,Pune,West,2024-02-16,OD003477,P0003,1,319.0,10.0,287.1,25.1,Wireless Headphones,Electronics,262.0,319.0,2025,4,April,2025-04,8.742598397770811
O01391,2025-04-02,C0340,UPI,Delivered,Customer_0340,Female,25,Pune,West,2024-02-16,OD003478,P0047,2,4367.0,15.0,7423.9,1195.9,Sneakers,Fashion,3114.0,4367.0,2025,4,April,2025-04,16.10878379288514
O01392,2024-08-17,C0961,Debit Card,Cancelled,Customer_0961,Male,46,Ahmedabad,West,2023-06-24,OD003479,P0076,2,7205.0,5.0,13689.5,4523.5,SQL Book,Books,4583.0,7205.0,2024,8,August,2024-08,33.04357354176559
O01393,2025-10-19,C0052,Debit Card,Cancelled,Customer_0052,Female,26,Delhi,North,2023-08-02,OD003480,P0054,4,7011.0,5.0,26641.8,12077.8,Jacket,Fashion,3641.0,7011.0,2025,10,October,2025-10,45.33402397735888
O01393,2025-10-19,C0052,Debit Card,Cancelled,Customer_0052,Female,26,Delhi,North,2023-08-02,OD003481,P0021,2,12927.0,10.0,23268.6,11392.6,Webcam,Electronics,5938.0,12927.0,2025,10,October,2025-10,48.96126109864797
O01393,2025-10-19,C0052,Debit Card,Cancelled,Customer_0052,Female,26,Delhi,North,2023-08-02,OD003482,P0080,1,13672.0,15.0,11621.2,4739.2,Power BI Book,Books,6882.0,13672.0,2025,10,October,2025-10,40.78064227446391
O01394,2026-05-31,C0707,UPI,Delivered,Customer_0707,Female,47,Jaipur,North,2023-06-09,OD003483,P0003,1,319.0,10.0,287.1,25.1,Wireless Headphones,Electronics,262.0,319.0,2026,5,May,2026-05,8.742598397770811
O01395,2024-07-15,C0466,UPI,Delivered,Customer_0466,Male,57,Chennai,South,2023-09-24,OD003484,P0064,4,6997.0,15.0,23789.8,7765.8,Moisturizer,Beauty,4006.0,6997.0,2024,7,July,2024-07,32.64340179404619
O01396,2026-06-03,C0718,UPI,Delivered,Customer_0718,Female,51,Chennai,South,2024-05-03,OD003485,P0063,1,5568.0,0.0,5568.0,2456.0,Shampoo,Beauty,3112.0,5568.0,2026,6,June,2026-06,44.10919540229885
O01396,2026-06-03,C0718,UPI,Delivered,Customer_0718,Female,51,Chennai,South,2024-05-03,OD003486,P0020,3,1983.0,5.0,5651.55,956.55,Webcam,Electronics,1565.0,1983.0,2026,6,June,2026-06,16.92544523183905
O01396,2026-06-03,C0718,UPI,Delivered,Customer_0718,Female,51,Chennai,South,2024-05-03,OD003487,P0008,2,9277.0,15.0,15770.9,2948.9,Bluetooth Speaker,Electronics,6411.0,9277.0,2026,6,June,2026-06,18.698362173369944
O01397,2026-01-02,C0799,Net Banking,Delivered,Customer_0799,Male,52,Mumbai,West,2023-01-08,OD003488,P0017,1,10962.0,25.0,8221.5,3216.5,Power Bank,Electronics,5005.0,10962.0,2026,1,January,2026-01,39.123031077054065
O01397,2026-01-02,C0799,Net Banking,Delivered,Customer_0799,Male,52,Mumbai,West,2023-01-08,OD003489,P0014,3,10018.0,0.0,30054.0,13995.0,Mouse,Electronics,5353.0,10018.0,2026,1,January,2026-01,46.56618087442603
O01397,2026-01-02,C0799,Net Banking,Delivered,Customer_0799,Male,52,Mumbai,West,2023-01-08,OD003490,P0002,1,8892.0,20.0,7113.6,2368.6,Wireless Headphones,Electronics,4745.0,8892.0,2026,1,January,2026-01,33.29678362573099
O01398,2025-02-26,C0475,Credit Card,Delivered,Customer_0475,Male,47,Kolkata,East,2023-05-27,OD003491,P0017,4,10962.0,15.0,37270.8,17250.8,Power Bank,Electronics,5005.0,10962.0,2025,2,February,2025-02,46.28502742093005
O01398,2025-02-26,C0475,Credit Card,Delivered,Customer_0475,Male,47,Kolkata,East,2023-05-27,OD003492,P0024,2,9546.0,10.0,17182.8,7330.8,Mixer Grinder,Home,4926.0,9546.0,2025,2,February,2025-02,42.66359382638453
O01399,2025-07-25,C0401,UPI,Delivered,Customer_0401,Female,60,Mumbai,West,2025-07-14,OD003493,P0048,3,3582.0,10.0,9671.4,3782.4,Sneakers,Fashion,1963.0,3582.0,2025,7,July,2025-07,39.10912587629506
O01399,2025-07-25,C0401,UPI,Delivered,Customer_0401,Female,60,Mumbai,West,2025-07-14,OD003494,P0019,3,6155.0,15.0,15695.25,6962.25,Webcam,Electronics,2911.0,6155.0,2025,7,July,2025-07,44.35896210636976
O01399,2025-07-25,C0401,UPI,Delivered,Customer_0401,Female,60,Mumbai,West,2025-07-14,OD003495,P0056,4,14270.0,0.0,57080.0,30860.0,Watch,Fashion,6555.0,14270.0,2025,7,July,2025-07,54.06447091800981
O01400,2025-09-01,C0439,Credit Card,Delivered,Customer_0439,Male,19,Pune,West,2023-12-07,OD003496,P0076,2,7205.0,15.0,12248.5,3082.5,SQL Book,Books,4583.0,7205.0,2025,9,September,2025-09,25.16634689962036
O01400,2025-09-01,C0439,Credit Card,Delivered,Customer_0439,Male,19,Pune,West,2023-12-07,OD003497,P0018,3,8947.0,10.0,24156.9,5973.9,Power Bank,Electronics,6061.0,8947.0,2025,9,September,2025-09,24.72958036834196
O01400,2025-09-01,C0439,Credit Card,Delivered,Customer_0439,Male,19,Pune,West,2023-12-07,OD003498,P0077,2,3416.0,20.0,5465.6,2113.6,Excel Book,Books,1676.0,3416.0,2025,9,September,2025-09,38.67096018735363
O01400,2025-09-01,C0439,Credit Card,Delivered,Customer_0439,Male,19,Pune,West,2023-12-07,OD003499,P0019,1,6155.0,5.0,5847.25,2936.25,Webcam,Electronics,2911.0,6155.0,2025,9,September,2025-09,50.215913463594
O01401,2024-06-19,C0878,Debit Card,Delivered,Customer_0878,Female,40,Bengaluru,South,2025-07-12,OD003500,P0024,4,9546.0,15.0,32456.4,12752.4,Mixer Grinder,Home,4926.0,9546.0,2024,6,June,2024-06,39.29086405146596
O01401,2024-06-19,C0878,Debit Card,Delivered,Customer_0878,Female,40,Bengaluru,South,2025-07-12,OD003501,P0030,2,10331.0,10.0,18595.8,6785.8,Table Lamp,Home,5905.0,10331.0,2024,6,June,2024-06,36.49103561019155
O01402,2025-01-16,C0605,COD,Delivered,Customer_0605,Male,44,Ahmedabad,West,2024-07-30,OD003502,P0061,2,6727.0,10.0,12108.6,2884.6,Shampoo,Beauty,4612.0,6727.0,2025,1,January,2025-01,23.822737558429544
O01403,2024-06-21,C0932,COD,Returned,Customer_0932,Female,43,Lucknow,North,2024-06-04,OD003503,P0029,4,8916.0,20.0,28531.2,4243.2,Table Lamp,Home,6072.0,8916.0,2024,6,June,2024-06,14.8721399730821
O01403,2024-06-21,C0932,COD,Returned,Customer_0932,Female,43,Lucknow,North,2024-06-04,OD003504,P0061,2,6727.0,5.0,12781.3,3557.3,Shampoo,Beauty,4612.0,6727.0,2024,6,June,2024-06,27.83206716061747
O01403,2024-06-21,C0932,COD,Returned,Customer_0932,Female,43,Lucknow,North,2024-06-04,OD003505,P0021,3,12927.0,5.0,36841.95,19027.95,Webcam,Electronics,5938.0,12927.0,2024,6,June,2024-06,51.647510514508596
O01404,2025-10-24,C0997,UPI,Delivered,Customer_0997,Male,46,Jaipur,North,2024-06-02,OD003506,P0045,4,8473.0,0.0,33892.0,8876.0,Jeans,Fashion,6254.0,8473.0,2025,10,October,2025-10,26.189071167237106
O01405,2025-03-28,C0922,UPI,Cancelled,Customer_0922,Male,53,Lucknow,North,2023-11-06,OD003507,P0001,4,8847.0,20.0,28310.4,8950.4,Wireless Headphones,Electronics,4840.0,8847.0,2025,3,March,2025-03,31.615236803436193
O01405,2025-03-28,C0922,UPI,Cancelled,Customer_0922,Male,53,Lucknow,North,2023-11-06,OD003508,P0079,4,11587.0,25.0,34761.0,13029.0,Power BI Book,Books,5433.0,11587.0,2025,3,March,2025-03,37.48166048157418
O01406,2024-12-15,C0821,UPI,Delivered,Customer_0821,Male,46,Delhi,North,2025-06-07,OD003509,P0080,2,13672.0,15.0,23242.4,9478.4,Power BI Book,Books,6882.0,13672.0,2024,12,December,2024-12,40.78064227446391
O01406,2024-12-15,C0821,UPI,Delivered,Customer_0821,Male,46,Delhi,North,2025-06-07,OD003510,P0059,1,7607.0,20.0,6085.6,2445.6,Face Wash,Beauty,3640.0,7607.0,2024,12,December,2024-12,40.1866701722098
O01406,2024-12-15,C0821,UPI,Delivered,Customer_0821,Male,46,Delhi,North,2025-06-07,OD003511,P0046,2,10496.0,15.0,17843.2,8029.2,Sneakers,Fashion,4907.0,10496.0,2024,12,December,2024-12,44.998654949784786
O01406,2024-12-15,C0821,UPI,Delivered,Customer_0821,Male,46,Delhi,North,2025-06-07,OD003512,P0017,3,10962.0,15.0,27953.1,12938.1,Power Bank,Electronics,5005.0,10962.0,2024,12,December,2024-12,46.285027420930064
O01407,2026-06-20,C0657,Net Banking,Delivered,Customer_0657,Male,20,Hyderabad,South,2025-07-28,OD003513,P0061,3,6727.0,15.0,17153.85,3317.85,Shampoo,Beauty,4612.0,6727.0,2026,6,June,2026-06,19.341722120690108
O01408,2025-09-25,C0598,COD,Delivered,Customer_0598,Male,40,Bengaluru,South,2025-03-28,OD003514,P0035,4,3553.0,10.0,12790.8,1790.8,Storage Box,Home,2750.0,3553.0,2025,9,September,2025-09,14.000687994496044
O01408,2025-09-25,C0598,COD,Delivered,Customer_0598,Male,40,Bengaluru,South,2025-03-28,OD003515,P0049,3,4908.0,15.0,12515.4,4682.4,Backpack,Fashion,2611.0,4908.0,2025,9,September,2025-09,37.4131070521118
O01409,2025-05-08,C0509,Credit Card,Delivered,Customer_0509,Female,41,Ahmedabad,West,2023-10-14,OD003516,P0046,4,10496.0,10.0,37785.6,18157.6,Sneakers,Fashion,4907.0,10496.0,2025,5,May,2025-05,48.0542852303523
O01410,2025-09-11,C0153,UPI,Delivered,Customer_0153,Male,34,Delhi,North,2025-04-16,OD003517,P0075,2,2498.0,20.0,3996.8,1328.8,SQL Book,Books,1334.0,2498.0,2025,9,September,2025-09,33.246597277822254
O01410,2025-09-11,C0153,UPI,Delivered,Customer_0153,Male,34,Delhi,North,2025-04-16,OD003518,P0043,2,3251.0,5.0,6176.9,766.9,Jeans,Fashion,2705.0,3251.0,2025,9,September,2025-09,12.415613009762179
O01410,2025-09-11,C0153,UPI,Delivered,Customer_0153,Male,34,Delhi,North,2025-04-16,OD003519,P0064,1,6997.0,5.0,6647.15,2641.15,Moisturizer,Beauty,4006.0,6997.0,2025,9,September,2025-09,39.733570026251854
O01410,2025-09-11,C0153,UPI,Delivered,Customer_0153,Male,34,Delhi,North,2025-04-16,OD003520,P0049,3,4908.0,5.0,13987.8,6154.8,Backpack,Fashion,2611.0,4908.0,2025,9,September,2025-09,44.00120104662635
O01411,2024-01-04,C0514,Credit Card,Delivered,Customer_0514,Female,50,Mumbai,West,2025-06-24,OD003521,P0078,1,2727.0,20.0,2181.6,458.6,Excel Book,Books,1723.0,2727.0,2024,1,January,2024-01,21.02126879354602
O01411,2024-01-04,C0514,Credit Card,Delivered,Customer_0514,Female,50,Mumbai,West,2025-06-24,OD003522,P0020,2,1983.0,10.0,3569.4,439.4,Webcam,Electronics,1565.0,1983.0,2024,1,January,2024-01,12.310192189163443
O01412,2024-04-02,C0503,UPI,Delivered,Customer_0503,Male,49,Kolkata,East,2025-04-19,OD003523,P0017,1,10962.0,0.0,10962.0,5957.0,Power Bank,Electronics,5005.0,10962.0,2024,4,April,2024-04,54.34227330779054
O01412,2024-04-02,C0503,UPI,Delivered,Customer_0503,Male,49,Kolkata,East,2025-04-19,OD003524,P0037,2,4495.0,20.0,7192.0,2064.0,Wall Clock,Home,2564.0,4495.0,2024,4,April,2024-04,28.698553948832036
O01412,2024-04-02,C0503,UPI,Delivered,Customer_0503,Male,49,Kolkata,East,2025-04-19,OD003525,P0036,4,8476.0,20.0,27123.2,8531.2,Storage Box,Home,4648.0,8476.0,2024,4,April,2024-04,31.453515809344033
O01412,2024-04-02,C0503,UPI,Delivered,Customer_0503,Male,49,Kolkata,East,2025-04-19,OD003526,P0029,1,8916.0,10.0,8024.4,1952.4,Table Lamp,Home,6072.0,8916.0,2024,4,April,2024-04,24.330791087184092
O01413,2026-07-07,C0854,UPI,Delivered,Customer_0854,Male,51,Hyderabad,South,2025-04-03,OD003527,P0019,2,6155.0,5.0,11694.5,5872.5,Webcam,Electronics,2911.0,6155.0,2026,7,July,2026-07,50.215913463594
O01413,2026-07-07,C0854,UPI,Delivered,Customer_0854,Male,51,Hyderabad,South,2025-04-03,OD003528,P0058,2,3214.0,0.0,6428.0,2492.0,Face Wash,Beauty,1968.0,3214.0,2026,7,July,2026-07,38.76789047915371
O01413,2026-07-07,C0854,UPI,Delivered,Customer_0854,Male,51,Hyderabad,South,2025-04-03,OD003529,P0060,2,3201.0,5.0,6081.9,3053.9,Face Wash,Beauty,1514.0,3201.0,2026,7,July,2026-07,50.2129268814022
O01413,2026-07-07,C0854,UPI,Delivered,Customer_0854,Male,51,Hyderabad,South,2025-04-03,OD003530,P0043,4,3251.0,20.0,10403.2,-416.8,Jeans,Fashion,2705.0,3251.0,2026,7,July,2026-07,-4.0064595509074135
O01414,2024-01-06,C0901,Credit Card,Delivered,Customer_0901,Male,48,Pune,West,2024-11-30,OD003531,P0016,1,7194.0,0.0,7194.0,3570.0,Power Bank,Electronics,3624.0,7194.0,2024,1,January,2024-01,49.62468723936614
O01414,2024-01-06,C0901,Credit Card,Delivered,Customer_0901,Male,48,Pune,West,2024-11-30,OD003532,P0030,4,10331.0,10.0,37191.6,13571.6,Table Lamp,Home,5905.0,10331.0,2024,1,January,2024-01,36.49103561019155
O01414,2024-01-06,C0901,Credit Card,Delivered,Customer_0901,Male,48,Pune,West,2024-11-30,OD003533,P0023,1,12189.0,15.0,10360.65,4766.65,Mixer Grinder,Home,5594.0,12189.0,2024,1,January,2024-01,46.00724857996361
O01414,2024-01-06,C0901,Credit Card,Delivered,Customer_0901,Male,48,Pune,West,2024-11-30,OD003534,P0080,2,13672.0,5.0,25976.8,12212.8,Power BI Book,Books,6882.0,13672.0,2024,1,January,2024-01,47.014258877151924
O01415,2024-10-14,C0772,UPI,Delivered,Customer_0772,Male,29,Hyderabad,South,2023-11-29,OD003535,P0018,2,8947.0,10.0,16104.6,3982.6,Power Bank,Electronics,6061.0,8947.0,2024,10,October,2024-10,24.729580368341963
O01416,2025-09-09,C0676,UPI,Delivered,Customer_0676,Male,54,Chennai,South,2023-04-21,OD003536,P0066,3,3382.0,15.0,8624.1,1397.1,Moisturizer,Beauty,2409.0,3382.0,2025,9,September,2025-09,16.199951299266008
